potential,current,current_filtered_50Hz,basecurrent_4
-145.125,3.6080682605189e-10,-4.694319002783741e-10,-1.7212193068805926e-10
-145.625,-3.0199690286281537e-10,-3.1801287409620743e-10,-1.7177204885477224e-10
-146.125,-1.1054676102162531e-09,-1.4201587594131967e-10,-1.714225934400785e-10
-146.625,-1.4090539704625568e-09,-2.649012174926235e-10,-1.7107356415892704e-10
-147.125,-1.2048086966842847e-09,-5.479939140598581e-11,-1.7072496072635058e-10
-147.625,-2.7457876299763868e-09,-4.5538720865287816e-10,-1.703767828574654e-10
-148.125,-3.5436952364876157e-09,-2.9163808700035494e-10,-1.7002903026747144e-10
-148.625,-3.1606360070668864e-09,-4.4227348716556296e-10,-1.6968170267165224e-10
-149.125,-1.6991299429492087e-09,-2.902735114984894e-10,-1.6933479978537497e-10
-149.625,-1.0498366017941557e-09,-1.113382676555873e-10,-1.6898832132409043e-10
-150.125,-1.1380514865777675e-09,-2.4885715475004075e-10,-1.6864226700333302e-10
-150.625,-2.2252403368839032e-11,-9.56734278026511e-11,-1.6829663653872073e-10
-151.125,5.086263627163208e-10,-4.909258237568682e-10,-1.679514296459553e-10
-151.625,7.629395440744809e-10,-2.2899634028152026e-10,-1.6760664604082195e-10
-152.125,6.389618681623777e-10,-5.551513666713499e-10,-1.6726228543918958e-10
-152.625,2.2466980115609975e-09,-3.8944543171786274e-11,-1.6691834755701072e-10
-153.125,2.7434034439011545e-09,-3.6122036300347065e-10,-1.6657483211032152e-10
-153.625,2.767245304653482e-09,-7.866858560707432e-12,-1.6623173881524172e-10
-154.125,1.171430091631026e-09,-3.8039116430711204e-10,-1.658890673879747e-10
-154.625,6.246567517109812e-10,-3.230548646765694e-10,-1.6554681754480747e-10
-155.125,4.784266724300391e-10,-4.066658968587539e-10,-1.6520498900211067e-10
-155.625,-4.061063614813123e-10,-3.691962818305179e-10,-1.6486358147633855e-10
-156.125,-1.224676913977891e-09,-1.4748100310002602e-10,-1.6452259468402897e-10
-156.625,-1.3025603257688274e-09,-2.6601308079198973e-10,-1.6418202834180341e-10
-157.125,-1.1992455958420747e-09,-7.220803934641139e-11,-1.6384188216636702e-10
-157.625,-2.8316183286847667e-09,-4.4872568107276325e-10,-1.6350215587450846e-10
-158.125,-3.433227948335165e-09,-2.6140161335942364e-10,-1.631628491831002e-10
-158.625,-3.050168718914436e-09,-4.708891139482041e-10,-1.628239618090981e-10
-159.125,-1.7269454471602574e-09,-2.372929179141454e-10,-1.6248549346954181e-10
-159.625,-1.256466061647661e-09,-1.9294969072076823e-10,-1.6214744388155456e-10
-160.125,-1.0657311756290406e-09,-1.9658240160200126e-10,-1.618098127623432e-10
-160.625,-1.4543535058919794e-10,-1.8632900583911278e-10,-1.6147259982919815e-10
-161.125,5.157789209420188e-10,-4.3178481066114525e-10,-1.6113580479949354e-10
-161.625,7.47044970239596e-10,-2.8158475743011846e-10,-1.6079942739068703e-10
-162.125,7.422765980891305e-10,-4.936191255896382e-10,-1.6046346732032e-10
-162.625,2.2522611124032074e-09,-7.366732332464256e-11,-1.601279243060174e-10
-163.125,2.8371814295269762e-09,-3.1147255102669006e-10,-1.5979279806548773e-10
-163.625,2.672672590335916e-09,-6.271623417145389e-11,-1.5945808831652324e-10
-164.125,1.1150043545171842e-09,-3.4375953271115046e-10,-1.5912379477699975e-10
-164.625,5.833308597402803e-10,-3.667368722589488e-10,-1.5878991716487666e-10
-165.125,5.928676040412113e-10,-3.856824661537452e-10,-1.5845645519819707e-10
-165.625,-3.9656961718038125e-10,-3.6233249929927266e-10,-1.581234085950876e-10
-166.125,-1.2175243557521924e-09,-1.3733367766506402e-10,-1.5779077707375862e-10
-166.625,-1.193682494999865e-09,-2.670112149133797e-10,-1.5745856035250401e-10
-167.125,-1.2040139679925404e-09,-3.9246287113237286e-11,-1.5712675814970134e-10
-167.625,-2.95003290375466e-09,-5.209543322078472e-10,-1.5679537018381175e-10
-168.125,-3.343423606168064e-09,-2.1513597398241585e-10,-1.5646439617338e-10
-168.625,-3.2846136829789894e-09,-5.300355849130206e-10,-1.561338358370346e-10
-169.0625,-1.7547609513713066e-09,-2.360121708839941e-10,-1.5580368889348744e-10
-169.5625,-1.0434787722602014e-09,-1.444919458963032e-10,-1.554739550615343e-10
-170.0625,-1.1571249751796297e-09,-2.573719896006217e-10,-1.5514463406005437e-10
-170.5625,-4.4504806737678065e-11,-9.129657344503792e-11,-1.548157256080106e-10
-171.0625,5.149841922502747e-10,-5.292693682477853e-10,-1.5448722942444945e-10
-171.5625,7.430713267808748e-10,-2.110715552781795e-10,-1.541591452285011e-10
-172.0625,5.086263627163208e-10,-5.90438052381183e-10,-1.538314727393793e-10
-172.5625,2.3182235938179807e-09,-1.9220708825148082e-11,-1.5350421167638142e-10
-173.0625,2.7600927464277843e-09,-3.716707645287145e-10,-1.5317736175888848e-10
-173.5625,2.712409024923129e-09,-1.5243388368218953e-11,-1.528509227063651e-10
-174.0625,1.1992455958420747e-09,-3.725280115980898e-10,-1.525248942383595e-10
-174.5625,5.920728753494669e-10,-3.3685290481263754e-10,-1.5219927607450356e-10
-175.0625,5.165736496337631e-10,-3.829149809379033e-10,-1.5187406793451282e-10
-175.5625,-2.384186075232753e-10,-3.7845669462934493e-10,-1.5154926953818632e-10
-176.0625,-1.1054676102162531e-09,-8.02801508491935e-11,-1.512248806054068e-10
-176.5625,-1.4352800172901171e-09,-3.254304350846607e-10,-1.5090090085614066e-10
-177.0625,-1.0784468346969487e-09,1.7948512583807747e-11,-1.5057733001043784e-10
-177.5625,-2.9381119733784957e-09,-5.455770075536581e-10,-1.502541677884319e-10
-178.0625,-3.45468562301226e-09,-1.9798438115937988e-10,-1.4993141391034016e-10
-178.5625,-3.193219883428401e-09,-5.292247719863193e-10,-1.4960906809646337e-10
-179.0625,-1.643498934527111e-09,-1.8401149465814653e-10,-1.4928713006718603e-10
-179.5625,-1.1364620291942791e-09,-2.1215131420552565e-10,-1.4896559954297622e-10
-180.0625,-1.0434787722602014e-09,-1.452650545175343e-10,-1.4864447624438562e-10
-180.5625,-2.924601585618844e-10,-2.1010525227997028e-10,-1.4832375989204958e-10
-181.0625,6.198883795605158e-10,-4.2160920895170496e-10,-1.4800345020668707e-10
-181.5625,7.685026449166908e-10,-2.9474218229545546e-10,-1.476835469091006e-10
-182.0625,5.110105487915534e-10,-5.064508312533251e-10,-1.473640497201764e-10
-182.5625,2.207756305665529e-09,-6.934325173947831e-11,-1.4704495836088427e-10
-183.0625,2.991358795725361e-09,-2.845861081850905e-10,-1.4672627255227764e-10
-183.5625,2.710024838847896e-09,-9.14235115142391e-11,-1.464079920154936e-10
-184.0625,1.1928877663081209e-09,-2.804948391788968e-10,-1.4609011647175276e-10
-184.5625,4.752477576630621e-10,-4.596456796826991e-10,-1.4577264564235949e-10
-185.0625,6.270409377862139e-10,-2.9678630030520827e-10,-1.4545557924870167e-10
-185.5625,-4.863739593474817e-10,-4.734926800828142e-10,-1.4513891701225085e-10
-186.0625,-9.934108646803137e-10,-2.9532120120610116e-11,-1.4482265865456218e-10
-186.5625,-1.3049445118440605e-09,-3.388421641236259e-10,-1.4450680389727445e-10
-187.0625,-1.1865299367741666e-09,2.3609626208880314e-11,-1.4419135246211008e-10
-187.5625,-2.9102964691674472e-09,-5.426684564503016e-10,-1.4387630407087512e-10
-188.0625,-3.33706577663411e-09,-2.11687115515978e-10,-1.4356165844545915e-10
-188.5625,-3.308455543731317e-09,-5.343178814983096e-10,-1.432474153078355e-10
-189.0625,-1.764297695672237e-09,-2.2142094412011575e-10,-1.4293357438006103e-10
-189.5625,-1.0379156714179921e-09,-1.6731940687984366e-10,-1.4262013538427627e-10
-190.0625,-1.0760626486217158e-09,-2.0467919214228924e-10,-1.4230709804270536e-10
-190.5625,-1.7801922695071226e-10,-1.5169575850975196e-10,-1.4199446207765605e-10
-191.0625,5.078316340245765e-10,-4.5102519757940283e-10,-1.416822272115197e-10
-191.5625,6.365776820871451e-10,-3.213118773102282e-10,-1.4137039316677133e-10
-192.0625,6.175041934852831e-10,-4.710841594651153e-10,-1.4105895966596958e-10
-192.5625,2.1807355301462246e-09,-1.5545308395911242e-10,-1.4074792643175668e-10
-193.0625,2.9857956948831514e-09,-2.5256159905193573e-10,-1.4043729318685844e-10
-193.5625,2.5836629768605607e-09,-9.856935426526227e-11,-1.4012705965408444e-10
-194.0625,1.2302400148201007e-09,-3.448062438258769e-10,-1.3981722555632772e-10
-194.5625,7.303556677129667e-10,-3.2315683359476424e-10,-1.3950779061656502e-10
-195.0625,3.973643458721255e-10,-4.560006221165139e-10,-1.3919875455785674e-10
-195.5625,-2.503395378994391e-10,-3.111492752565828e-10,-1.3889011710334676e-10
-196.0625,-1.2040139679925404e-09,-1.931165834723665e-10,-1.3858187797626277e-10
-196.5625,-1.326402186521155e-09,-2.3559731130707875e-10,-1.3827403689991596e-10
-197.0625,-1.1992455958420747e-09,-9.018546980301367e-11,-1.3796659359770112e-10
-197.5625,-2.790292436714065e-09,-4.433466191818958e-10,-1.3765954779309674e-10
-198.0625,-3.4888589567572624e-09,-2.8958763366619995e-10,-1.373528992096649e-10
-198.5625,-3.091494610885137e-09,-4.5300190658218433e-10,-1.3704664757105131e-10
-199.0625,-1.7770133547401453e-09,-2.623041554321121e-10,-1.367407926009853e-10
-199.5625,-1.1873246654659113e-09,-1.802232824305956e-10,-1.3643533402327981e-10
-200.0625,-1.0895730363813684e-09,-1.9468606797127052e-10,-1.3613027156183137e-10
-200.5625,-2.932548872536286e-10,-2.010114102151082e-10,-1.3582560494062022e-10
-201.0625,5.062421766410878e-10,-4.1089113647841485e-10,-1.355213338837101e-10
-201.5625,7.454555128561075e-10,-3.3359921163488977e-10,-1.3521745811524853e-10
-202.0625,7.303556677129667e-10,-4.320661917575457e-10,-1.3491397735946653e-10
-202.5625,2.0758313428359842e-09,-1.77609597950426e-10,-1.3461089134067872e-10
-203.0625,2.9953324391840826e-09,-1.8770771568254829e-10,-1.343081997832835e-10
-203.5625,2.6114784810716088e-09,-1.8668073043975177e-10,-1.3400590241176269e-10
-204.0625,1.3724964506423215e-09,-2.0659851894605753e-10,-1.3370399895068187e-10
-204.5625,4.641215559786426e-10,-4.758106943389943e-10,-1.334024891246902e-10
-205.0625,6.453196976963319e-10,-2.786093987936689e-10,-1.3310137265852048e-10
-205.5625,-3.4809116698398195e-10,-4.579317160603594e-10,-1.3280064927698906e-10
-206.0625,-1.0848046642309026e-09,-5.275119220835686e-11,-1.3250031870499603e-10
-206.5625,-1.4209749008387208e-09,-3.221782888964626e-10,-1.32200380667525e-10
-207.0625,-1.0712942764712504e-09,-1.7998762184321844e-13,-1.3190083488964323e-10
-207.5625,-2.7640663898865052e-09,-5.07911612157331e-10,-1.316016810965016e-10
-208.0625,-3.5007798871334264e-09,-2.330369999333853e-10,-1.313029190133347e-10
-208.5625,-3.3124291871900383e-09,-5.104317513523449e-10,-1.310045483654606e-10
-209.0625,-1.7166139741675825e-09,-2.4821222474314713e-10,-1.3070656887828103e-10
-209.5625,-1.1372567578860232e-09,-1.5242160414054517e-10,-1.3040898027728146e-10
-210.0625,-1.196861409766842e-09,-2.3611478111461085e-10,-1.301117822880308e-10
-210.5625,-6.99361248734941e-11,-9.819323740470487e-11,-1.2981497463618167e-10
-211.0625,4.975001610319012e-10,-5.110697737197317e-10,-1.2951855704747037e-10
-211.5625,7.573764432322713e-10,-2.1497628337493052e-10,-1.292225292477167e-10
-212.0625,5.054474479493436e-10,-5.962722227830173e-10,-1.289268909628242e-10
-212.5625,2.26577150016286e-09,-2.388761600184565e-12,-1.2863164191877997e-10
-213.0625,2.7910871654058097e-09,-3.944557483055136e-10,-1.2833678184165469e-10
-213.5625,2.8538707320536057e-09,2.9977182019708804e-11,-1.2804231045760273e-10
-214.0625,1.142819858728233e-09,-3.976131901489859e-10,-1.277482274928621e-10
-214.5625,6.850561322835443e-10,-3.2895328067670335e-10,-1.2745453267375434e-10
-215.0625,5.380313243108579e-10,-4.0051837438687303e-10,-1.2716122572668466e-10
-215.5625,-4.4584279606852485e-10,-3.9443445621449216e-10,-1.2686830637814194e-10
-216.0625,-1.0792415633886928e-09,-1.1328673737828717e-10,-1.265757743546986e-10
-216.5625,-1.1952719523833536e-09,-2.7063935344144033e-10,-1.2628362938301078e-10
-217.0625,-1.1897088515411438e-09,-4.82135178051856e-11,-1.2599187118981807e-10
-217.5625,-2.845923445136163e-09,-4.5785245385468573e-10,-1.257004995019439e-10
-218.0625,-3.4991904297499373e-09,-2.8593444857212484e-10,-1.2540951404629513e-10
-218.5625,-3.2178564728724724e-09,-4.55722885524079e-10,-1.2511891454986238e-10
-219.0625,-1.8088025024099156e-09,-2.9651529925404674e-10,-1.248287007397198e-10
-219.5625,-1.0387104001097362e-09,-9.391583023814174e-11,-1.2453887234302522e-10
-220.0625,-1.1984508671503306e-09,-2.608603401299039e-10,-1.2424942908702006e-10
-220.5625,-1.0013581515977565e-10,-8.718798420079398e-11,-1.239603706990294e-10
-221.0625,5.022685331823666e-10,-4.765237721383778e-10,-1.2367169690646184e-10
-221.5625,7.343293111716879e-10,-2.9553793424118876e-10,-1.2338340743680973e-10
-222.0625,6.206831082522601e-10,-4.731271058594493e-10,-1.23095502017649e-10
-222.5625,2.0138425048799323e-09,-1.5803980178036331e-10,-1.2280798037663912e-10
-223.0625,3.016790113861177e-09,-2.1507392969505185e-10,-1.2252084224152334e-10
-223.5625,2.7402245291341772e-09,-1.4290734567350892e-10,-1.2223408734012833e-10
-224.0625,1.285076294550454e-09,-2.4048180770878775e-10,-1.219477154003646e-10
-224.5625,4.847845019639932e-10,-4.6435665208283396e-10,-1.2166172615022608e-10
-225.0625,6.588300854559842e-10,-3.0834917660710587e-10,-1.213761193177905e-10
-225.5625,-4.4584279606852485e-10,-4.5271300165270796e-10,-1.2109089463121905e-10
-226.0625,-1.0919572224566011e-09,-9.611935400795922e-11,-1.2080605181875665e-10
-226.5625,-1.206398154067773e-09,-2.486929146094853e-10,-1.2052159060873184e-10
-227.0625,-1.1730195490145144e-09,-9.026568446961948e-11,-1.2023751072955672e-10
-227.5625,-2.72194576922406e-09,-4.084631882504175e-10,-1.1995381190972703e-10
-228.0625,-3.6136313613611095e-09,-3.102357481815677e-10,-1.1967049387782214e-10
-228.5625,-3.2234195737146824e-09,-4.76524727186408e-10,-1.1938755636250508e-10
-229.0625,-1.7301243619272345e-09,-2.333075246710066e-10,-1.1910499909252246e-10
-229.5625,-1.2302400148201007e-09,-2.0317525833546936e-10,-1.188228217967045e-10
-230.0625,-9.981792368307794e-10,-1.6371275437866314e-10,-1.1854102420396507e-10
-230.5625,-2.1537147546269204e-10,-1.7917111963805925e-10,-1.1825960604330164e-10
-231.0625,3.7272775642805375e-10,-4.427045492180551e-10,-1.1797856704379533e-10
-231.5625,7.422765980891305e-10,-2.885206241602161e-10,-1.1769790693461083e-10
-232.0625,7.15255822569826e-10,-5.170696427755828e-10,-1.1741762544499656e-10
-232.5625,2.114773048731452e-09,-9.840651555964313e-11,-1.1713772230428442e-10
-233.0625,2.7998291810149964e-09,-2.877954162057531e-10,-1.1685819724189006e-10
-233.5625,2.7616822038112725e-09,-8.76531077236083e-11,-1.165790499873126e-10
-234.0625,1.3152759848367357e-09,-2.938823269456029e-10,-1.1630028027013495e-10
-234.5625,5.737941154393492e-10,-3.9358681188080434e-10,-1.1602188782002355e-10
-235.0625,6.532669846137742e-10,-3.56638158589507e-10,-1.1574387236672844e-10
-235.5625,-3.250440349233986e-10,-3.866369341304298e-10,-1.1546623364008335e-10
-236.0625,-1.1905035802328881e-09,-1.3467965577829585e-10,-1.1518897137000562e-10
-236.5625,-1.1920930376163766e-09,-2.463887851620503e-10,-1.1491208528649613e-10
-237.0625,-1.1595091612548624e-09,-8.283076974249462e-11,-1.1463557511963949e-10
-237.5625,-2.823671041767324e-09,-4.189342944899772e-10,-1.1435944059960386e-10
-238.0625,-3.5063429879756355e-09,-3.270680682630335e-10,-1.1408368145664106e-10
-238.5625,-3.1240784872466507e-09,-3.96318220104352e-10,-1.1380829742108651e-10
-239.0625,-1.966158783375277e-09,-3.557361255492207e-10,-1.1353328822335924e-10
-239.5625,-1.0259947410418279e-09,-7.355920977275951e-11,-1.1325865359396196e-10
-240.0625,-1.227855828744868e-09,-2.9635840937717105e-10,-1.1298439326348094e-10
-240.5625,-2.0424527377827247e-10,-9.651037955556198e-11,-1.1271050696258607e-10
-241.0625,4.808108585052718e-10,-4.902718723841832e-10,-1.1243699442203092e-10
-241.5625,7.557869858487828e-10,-2.5239664413525156e-10,-1.1216385537265263e-10
-242.0625,5.912781466577227e-10,-5.413351334026469e-10,-1.1189108954537198e-10
-242.5625,2.2085510343572736e-09,-6.683106101518082e-11,-1.1161869667119338e-10
-243.0625,2.79665026624802e-09,-3.2986394374317225e-10,-1.1134667648120481e-10
-243.5625,2.7616822038112725e-09,-4.8577596023987976e-11,-1.1107502870657797e-10
-244.0625,1.307328697919293e-09,-3.2653118851022697e-10,-1.1080375307856809e-10
-244.5625,6.01609619650398e-10,-3.6164919115867624e-10,-1.1053284932851405e-10
-245.0625,5.817414023567918e-10,-3.6402444772865724e-10,-1.1026231718783837e-10
-245.5625,-2.1934511892141332e-10,-3.9036840108957644e-10,-1.0999215638804718e-10
-246.0625,-1.0975203232988109e-09,-1.1898349643489454e-10,-1.0972236666073023e-10
-246.5625,-1.4185907147634881e-09,-2.7963790112393257e-10,-1.094529477375609e-10
-247.0625,-1.1706353629392815e-09,-4.499634742559996e-11,-1.0918389935029614e-10
-247.5625,-2.660751659959753e-09,-4.672754448523813e-10,-1.0891522123077662e-10
-248.0625,-3.410180816274581e-09,-2.480123523210585e-10,-1.0864691311092653e-10
-248.5625,-3.3561392652359718e-09,-5.022780522446804e-10,-1.0837897472275377e-10
-249.0625,-1.868407154290734e-09,-2.2235449271482554e-10,-1.0811140579834979e-10
-249.5625,-1.1603038899466065e-09,-2.1062973413287989e-10,-1.078442060698897e-10
-250.0625,-1.016457996740897e-09,-1.6316624463225304e-10,-1.0757737526963223e-10
-250.5625,-3.345807792243297e-10,-1.7723489809679263e-10,-1.0731091312991971e-10
-251.0625,4.911423314979471e-10,-4.249390340730634e-10,-1.070448193831781e-10
-251.5625,8.583069870837912e-10,-2.7645920424096125e-10,-1.0677909376191702e-10
-252.0625,6.151200074100502e-10,-5.122791911633869e-10,-1.0651373599872965e-10
-252.5625,2.094904831437845e-09,-1.0213709583183895e-10,-1.0624874582629282e-10
-253.0625,2.9087070117839586e-09,-2.7677205406106627e-10,-1.0598412297736701e-10
-253.5625,2.744992901284643e-09,-1.246839765407036e-10,-1.0571986718479624e-10
-254.0625,1.323223271754178e-09,-2.4702831011035566e-10,-1.0545597818150828e-10
-254.5625,4.657110133621311e-10,-4.740078147707913e-10,-1.0519245570051437e-10
-255.0625,6.874403183587771e-10,-2.9000343595948384e-10,-1.049292994749095e-10
-255.5625,-4.251798500831743e-10,-4.841002273596401e-10,-1.046665092378722e-10
-256.0625,-1.073678462546483e-09,-8.18273701946184e-11,-1.0440408472266469e-10
-256.5625,-1.304149783152316e-09,-2.9124002816895563e-10,-1.0414202566263272e-10
-257.0625,-1.1738142777062587e-09,-7.237842608010885e-11,-1.0388033179120576e-10
-257.5625,-2.659956931268008e-09,-3.986739872008859e-10,-1.0361900284189681e-10
-258.0625,-3.519058647043544e-09,-3.573945136132418e-10,-1.0335803854830259e-10
-258.5625,-3.1669938366008404e-09,-3.6593564779898255e-10,-1.0309743864410334e-10
-259.0625,-2.0138425048799323e-09,-3.7712644644183666e-10,-1.0283720286306301e-10
-259.5625,-1.0259947410418279e-09,-6.763570719027922e-11,-1.0257733093902912e-10
-260.0625,-1.2310347435118448e-09,-2.6684156746432017e-10,-1.0231782260593282e-10
-260.5625,-2.0662945985350527e-10,-1.3184292782634164e-10,-1.0205867759778886e-10
-261.0625,5.79357216281559e-10,-4.2961242105902585e-10,-1.0179989564869569e-10
-261.5625,6.270409377862139e-10,-3.11559301506948e-10,-1.0154147649283526e-10
-262.0625,6.230672943274927e-10,-5.013378137924684e-10,-1.012834198644733e-10
-262.5625,2.1831197162214574e-09,-8.028302041061843e-11,-1.01025725497959e-10
-263.0625,2.7926766227892983e-09,-3.448505156405561e-10,-1.0076839312772524e-10
