potential,current,current_filtered_()Hz,current_filtered_50Hz
-1646.1875,-1.0344506543219866e-07,-1.0456030321244344e-07,-1.0456030321244337e-07
-1645.6875,-1.0343234977313078e-07,-1.0433063020348503e-07,-1.0433063020348498e-07
-1645.1875,-1.0344903907565744e-07,-1.0407782592242787e-07,-1.0407782592242788e-07
-1644.6875,-1.03642952876443e-07,-1.0384014012933775e-07,-1.0384014012933782e-07
-1644.1875,-1.0373593613337708e-07,-1.0364453680287602e-07,-1.0364453680287612e-07
-1643.6875,-1.0360639535662276e-07,-1.0332840603593539e-07,-1.033284060359355e-07
-1643.1875,-1.0393859194977186e-07,-1.0320739113703259e-07,-1.0320739113703273e-07
-1642.6875,-1.0391157117425256e-07,-1.0282914491870637e-07,-1.0282914491870654e-07
-1642.1875,-1.0379951442871663e-07,-1.0278303596717591e-07,-1.0278303596717607e-07
-1641.6875,-1.0331711411282787e-07,-1.0231808829236804e-07,-1.023180882923682e-07
-1641.1875,-1.0340850791237844e-07,-1.0238389168785063e-07,-1.0238389168785073e-07
-1640.6875,-1.0267497332989851e-07,-1.0182177306813053e-07,-1.0182177306813068e-07
-1640.1875,-1.0265272092652967e-07,-1.019621833571219e-07,-1.0196218335712203e-07
-1639.6875,-1.0168633083736867e-07,-1.0134299248119463e-07,-1.0134299248119475e-07
-1639.1875,-1.0133426602692596e-07,-1.0152869621857908e-07,-1.0152869621857917e-07
-1638.6875,-1.0043224896179623e-07,-1.0087371906893962e-07,-1.0087371906893966e-07
-1638.1875,-1.0052125857527161e-07,-1.0108423995495834e-07,-1.0108423995495835e-07
-1637.6875,-9.949446910553801e-08,-1.0047710170587087e-07,-1.0047710170587086e-07
-1637.1875,-9.947539561693617e-08,-1.0058839752072788e-07,-1.0058839752072781e-07
-1636.6875,-9.9047036852086e-08,-1.001158105490085e-07,-1.001158105490084e-07
-1636.1875,-9.896756398291158e-08,-1.0012062133316797e-07,-1.0012062133316784e-07
-1635.6875,-9.883643374877381e-08,-9.968419636278899e-08,-9.968419636278885e-08
-1635.1875,-9.914558320986226e-08,-9.9698226393946e-08,-9.969822639394591e-08
-1634.6875,-9.886504398167658e-08,-9.926812809871618e-08,-9.926812809871613e-08
-1634.1875,-9.939433329037823e-08,-9.922181871743619e-08,-9.922181871743615e-08
-1633.6875,-9.936333887140024e-08,-9.892912616988436e-08,-9.892912616988436e-08
-1633.1875,-9.923061917987893e-08,-9.87732348829017e-08,-9.87732348829017e-08
-1632.6875,-9.964069918481895e-08,-9.849968186837199e-08,-9.849968186837203e-08
-1632.1875,-9.968123034809794e-08,-9.843607593075126e-08,-9.843607593075129e-08
-1631.6875,-9.88348442913903e-08,-9.799516938451981e-08,-9.79951693845198e-08
-1631.1875,-9.910982041873381e-08,-9.80477888107784e-08,-9.804778881077835e-08
-1630.6875,-9.854317886152016e-08,-9.762585568823152e-08,-9.76258556882314e-08
-1630.1875,-9.804965234394696e-08,-9.756089097351984e-08,-9.756089097351964e-08
-1629.6875,-9.772222412294834e-08,-9.731856183604756e-08,-9.731856183604735e-08
-1629.1875,-9.715001946489248e-08,-9.713117987482707e-08,-9.71311798748269e-08
-1628.6875,-9.642125325456301e-08,-9.689623713611773e-08,-9.689623713611763e-08
-1628.1875,-9.605170441290194e-08,-9.678454073432618e-08,-9.678454073432608e-08
-1627.6875,-9.550652053036537e-08,-9.642125935182695e-08,-9.642125935182699e-08
-1627.1875,-9.532611711733944e-08,-9.64658647888398e-08,-9.64658647888398e-08
-1626.6875,-9.482305385546533e-08,-9.597112047190662e-08,-9.59711204719067e-08
-1626.1875,-9.517352920852453e-08,-9.615064160416326e-08,-9.615064160416332e-08
-1625.6875,-9.466251865973298e-08,-9.553719542542822e-08,-9.553719542542829e-08
-1625.1875,-9.511630874271894e-08,-9.578408770292954e-08,-9.578408770292951e-08
-1624.6875,-9.485007463098463e-08,-9.516234905112328e-08,-9.516234905112325e-08
-1624.1875,-9.556056208140397e-08,-9.535521761371027e-08,-9.535521761371021e-08
-1623.6875,-9.528399649667695e-08,-9.484872876909069e-08,-9.48487287690906e-08
-1623.1875,-9.543261076203317e-08,-9.492279336476133e-08,-9.492279336476128e-08
-1622.6875,-9.545724735147722e-08,-9.454080980760877e-08,-9.454080980760879e-08
-1622.1875,-9.57258656492868e-08,-9.448889406062221e-08,-9.448889406062223e-08
-1621.6875,-9.528479122536872e-08,-9.424175058295265e-08,-9.424175058295266e-08
-1621.1875,-9.496133664782881e-08,-9.404708716120793e-08,-9.404708716120793e-08
-1620.6875,-9.488424796472963e-08,-9.39368398823075e-08,-9.393683988230744e-08
-1620.1875,-9.428899617461317e-08,-9.367435630294604e-08,-9.367435630294598e-08
-1619.6875,-9.389004237135756e-08,-9.356474868362866e-08,-9.356474868362862e-08
-1619.1875,-9.337187926434033e-08,-9.335647584253373e-08,-9.335647584253371e-08
-1618.6875,-9.269715460504943e-08,-9.315854292313301e-08,-9.315854292313301e-08
-1618.1875,-9.228310095665068e-08,-9.300715275729248e-08,-9.300715275729251e-08
-1617.6875,-9.18611000213345e-08,-9.2790284556555e-08,-9.279028455655496e-08
-1617.1875,-9.147804079191377e-08,-9.266433558655645e-08,-9.266433558655638e-08
-1616.6875,-9.12777691615942e-08,-9.241438379549283e-08,-9.241438379549278e-08
-1616.1875,-9.14176414113412e-08,-9.239998174790797e-08,-9.239998174790785e-08
-1615.6875,-9.117365970297572e-08,-9.199378583179412e-08,-9.199378583179408e-08
-1615.1875,-9.150665102481656e-08,-9.212840749297146e-08,-9.212840749297144e-08
-1614.6875,-9.12308801687813e-08,-9.162572467227058e-08,-9.162572467227056e-08
-1614.1875,-9.190004172722997e-08,-9.174220419763873e-08,-9.174220419763873e-08
-1613.6875,-9.184123180404088e-08,-9.137153379176166e-08,-9.137153379176167e-08
-1613.1875,-9.192547304536577e-08,-9.130210718028132e-08,-9.130210718028134e-08
-1612.6875,-9.206296110903752e-08,-9.113672192771654e-08,-9.113672192771651e-08
-1612.1875,-9.19763356816374e-08,-9.091040132112107e-08,-9.091040132112113e-08
-1611.6875,-9.196838839471996e-08,-9.083921951749925e-08,-9.083921951749926e-08
-1611.1875,-9.164254963110482e-08,-9.055905643593072e-08,-9.055905643593072e-08
-1610.6875,-9.132227396833188e-08,-9.048381412561813e-08,-9.048381412561818e-08
-1610.1875,-9.075642713980998e-08,-9.025843257833065e-08,-9.025843257833064e-08
-1609.6875,-9.037813628253973e-08,-9.00834802035316e-08,-9.008348020353164e-08
-1609.1875,-8.997123519236666e-08,-9.005934370487107e-08,-9.005934370487109e-08
-1608.6875,-8.928379487400786e-08,-8.966596212366215e-08,-8.96659621236622e-08
-1608.1875,-8.929968944784278e-08,-8.983418585998529e-08,-8.983418585998524e-08
-1607.6875,-8.831899424223037e-08,-8.932970216169693e-08,-8.932970216169695e-08
-1607.1875,-8.833647827344874e-08,-8.946261572322068e-08,-8.946261572322065e-08
-1606.6875,-8.80233551689015e-08,-8.909034244794814e-08,-8.909034244794813e-08
-1606.1875,-8.796613470309592e-08,-8.905925130370298e-08,-8.905925130370296e-08
-1605.6875,-8.800110276553266e-08,-8.883171933243813e-08,-8.883171933243814e-08
-1605.1875,-8.815528013173106e-08,-8.873725750095117e-08,-8.873725750095121e-08
-1604.6875,-8.816322741864849e-08,-8.85210421186975e-08,-8.852104211869756e-08
-1604.1875,-8.849860292656458e-08,-8.843561279071045e-08,-8.84356127907105e-08
-1603.6875,-8.864006463369506e-08,-8.822755866488414e-08,-8.822755866488418e-08
-1603.1875,-8.875609502268971e-08,-8.80936321838481e-08,-8.809363218384814e-08
-1602.6875,-8.892457750533947e-08,-8.7962436272436e-08,-8.796243627243603e-08
-1602.1875,-8.888643052813574e-08,-8.774974927502911e-08,-8.77497492750291e-08
-1601.6875,-8.870125874295935e-08,-8.769277949354828e-08,-8.769277949354829e-08
-1601.1875,-8.833965718821572e-08,-8.745983008589762e-08,-8.745983008589762e-08
-1600.6875,-8.841436168523967e-08,-8.738308943657411e-08,-8.738308943657408e-08
-1600.1875,-8.801222896721708e-08,-8.722621871485496e-08,-8.722621871485498e-08
-1599.6875,-8.717220074004341e-08,-8.699733993703219e-08,-8.699733993703219e-08
-1599.1875,-8.680185716969058e-08,-8.702100543277866e-08,-8.702100543277865e-08
-1598.6875,-8.626541530276321e-08,-8.659938257136903e-08,-8.659938257136902e-08
-1598.1875,-8.62058106508824e-08,-8.680337819099307e-08,-8.680337819099305e-08
-1597.6875,-8.527836226761686e-08,-8.63230462551951e-08,-8.632304625519505e-08
-1597.1875,-8.545638149456757e-08,-8.646908465671864e-08,-8.646908465671866e-08
-1596.6875,-8.510272722674137e-08,-8.617743108524629e-08,-8.617743108524626e-08
-1596.1875,-8.49270921858659e-08,-8.604062578959964e-08,-8.604062578959968e-08
-1595.6875,-8.517584226638185e-08,-8.600696935386607e-08,-8.600696935386607e-08
-1595.1875,-8.503040691579264e-08,-8.569554665053027e-08,-8.569554665053027e-08
-1594.6875,-8.547863389793641e-08,-8.573340453153728e-08,-8.573340453153725e-08
-1594.1875,-8.556049095318606e-08,-8.544960690901535e-08,-8.544960690901537e-08
-1593.6875,-8.568923700124864e-08,-8.545974180253612e-08,-8.545974180253612e-08
-1593.1875,-8.587281932904155e-08,-8.517256953343062e-08,-8.517256953343066e-08
-1592.6875,-8.633614615632845e-08,-8.520968495749831e-08,-8.520968495749831e-08
-1592.25,-8.589109808895168e-08,-8.490618627723777e-08,-8.490618627723777e-08
-1591.75,-8.586248785604888e-08,-8.488543441096377e-08,-8.488543441096378e-08
-1591.25,-8.575917312612213e-08,-8.473153235512508e-08,-8.473153235512507e-08
-1590.75,-8.544048692073268e-08,-8.453224341449866e-08,-8.453224341449864e-08
-1590.25,-8.525690459293977e-08,-8.455729917710267e-08,-8.455729917710271e-08
-1589.75,-8.447012318811295e-08,-8.423176901915902e-08,-8.423176901915907e-08
-1589.25,-8.424680442573283e-08,-8.432909119434075e-08,-8.43290911943408e-08
-1588.75,-8.373023077609906e-08,-8.394710295531527e-08,-8.394710295531529e-08
-1588.25,-8.340359728379217e-08,-8.4076950393837e-08,-8.407695039383696e-08
-1587.75,-8.255562176970105e-08,-8.368557261678214e-08,-8.368557261678206e-08
-1587.25,-8.280039820675827e-08,-8.377562319328313e-08,-8.377562319328302e-08
-1586.75,-8.248965928828629e-08,-8.350088191235268e-08,-8.350088191235255e-08
-1586.25,-8.220514641664184e-08,-8.342691916913678e-08,-8.342691916913662e-08
-1585.75,-8.241018641911186e-08,-8.334797775901738e-08,-8.334797775901726e-08
-1585.25,-8.258105308783686e-08,-8.309148445765249e-08,-8.309148445765241e-08
-1584.75,-8.289497092107586e-08,-8.318123613706936e-08,-8.31812361370693e-08
-1584.25,-8.280198766414177e-08,-8.276762734867978e-08,-8.27676273486798e-08
-1583.75,-8.341631294286008e-08,-8.300651526068982e-08,-8.300651526068991e-08
-1583.25,-8.310875293915505e-08,-8.247253012873777e-08,-8.247253012873792e-08
-1582.75,-8.375168845077615e-08,-8.279042920692232e-08,-8.279042920692248e-08
-1582.25,-8.334240317452787e-08,-8.224632711337878e-08,-8.224632711337894e-08
-1581.75,-8.355936410737404e-08,-8.250738401490654e-08,-8.250738401490672e-08
-1581.25,-8.307060596195132e-08,-8.206003973866554e-08,-8.206003973866571e-08
-1580.75,-8.312385278429822e-08,-8.220257195998903e-08,-8.220257195998918e-08
-1580.25,-8.248330145875232e-08,-8.189538189933465e-08,-8.189538189933476e-08
-1579.75,-8.210501060148207e-08,-8.188879522808727e-08,-8.188879522808737e-08
-1579.25,-8.174340904673843e-08,-8.176491141614396e-08,-8.176491141614398e-08
-1578.75,-8.132061338273049e-08,-8.156894301492685e-08,-8.156894301492678e-08
-1578.25,-8.091291756386569e-08,-8.157387759334919e-08,-8.157387759334906e-08
-1577.75,-8.019607228391238e-08,-8.135645568718579e-08,-8.135645568718567e-08
-1577.25,-8.024772964887573e-08,-8.127419434525275e-08,-8.12741943452526e-08
-1576.75,-8.027554515308678e-08,-8.124226625662077e-08,-8.124226625662064e-08
-1576.25,-7.985195476038711e-08,-8.100407449673426e-08,-8.100407449673415e-08
-1575.75,-8.024455073410879e-08,-8.100755756972529e-08,-8.100755756972523e-08
-1575.25,-8.021514577251422e-08,-8.083455952765832e-08,-8.083455952765831e-08
-1574.75,-8.019368809783714e-08,-8.069425841605683e-08,-8.069425841605682e-08
-1574.25,-8.085808128413532e-08,-8.062907761879443e-08,-8.062907761879443e-08
-1573.75,-8.095265399845292e-08,-8.053900956091867e-08,-8.053900956091873e-08
-1573.25,-8.082629213646557e-08,-8.033050808719415e-08,-8.033050808719423e-08
-1572.75,-8.149386423753072e-08,-8.042266206605843e-08,-8.042266206605852e-08
-1572.25,-8.124590888570652e-08,-8.007333740266732e-08,-8.00733374026674e-08
-1571.75,-8.11608729156899e-08,-8.016653682762356e-08,-8.016653682762363e-08
-1571.25,-8.081119229132243e-08,-7.988599474289775e-08,-7.988599474289777e-08
-1570.75,-8.075397182551684e-08,-7.992500497283722e-08,-7.992500497283728e-08
-1570.25,-8.043210670536043e-08,-7.970045677552386e-08,-7.970045677552388e-08
-1569.75,-8.009752592613609e-08,-7.973484823794251e-08,-7.973484823794256e-08
-1569.25,-7.935127568458824e-08,-7.952940602375377e-08,-7.952940602375381e-08
-1568.75,-7.916213025595312e-08,-7.945600234932216e-08,-7.945600234932221e-08
-1568.25,-7.87814552126076e-08,-7.937148447421768e-08,-7.937148447421768e-08
-1567.75,-7.803917861451847e-08,-7.921020073651455e-08,-7.921020073651451e-08
-1567.25,-7.810037272378278e-08,-7.913735968887585e-08,-7.913735968887578e-08
-1566.75,-7.812977768537733e-08,-7.910445610959888e-08,-7.910445610959876e-08
-1566.25,-7.769982946314367e-08,-7.886669512937279e-08,-7.886669512937268e-08
-1565.75,-7.814328807313698e-08,-7.894291086888585e-08,-7.894291086888575e-08
-1565.25,-7.812739349930209e-08,-7.867242398345711e-08,-7.867242398345703e-08
-1564.75,-7.826567629166559e-08,-7.867430231227977e-08,-7.86743023122797e-08
-1564.25,-7.857244156667888e-08,-7.850444008178611e-08,-7.850444008178604e-08
-1563.75,-7.890463815982796e-08,-7.849098788367197e-08,-7.84909878836719e-08
-1563.25,-7.894596405179867e-08,-7.82563765000959e-08,-7.825637650009587e-08
-1562.75,-7.93075656065423e-08,-7.838281567213177e-08,-7.838281567213169e-08
-1562.25,-7.904133149480798e-08,-7.80022589734837e-08,-7.800225897348367e-08
-1561.75,-7.932981800991112e-08,-7.816564830506668e-08,-7.816564830506665e-08
-1561.25,-7.884344405056365e-08,-7.78952561505934e-08,-7.789525615059343e-08
-1560.75,-7.869959815735795e-08,-7.783160759495202e-08,-7.783160759495202e-08
-1560.25,-7.85748257527541e-08,-7.786105380952686e-08,-7.786105380952684e-08
-1559.75,-7.776181830109973e-08,-7.754609636699053e-08,-7.754609636699047e-08
-1559.25,-7.773638698296393e-08,-7.771787231463572e-08,-7.771787231463561e-08
-1558.75,-7.701874697431885e-08,-7.735323801697002e-08,-7.735323801696992e-08
-1558.25,-7.666906634995137e-08,-7.749787774444506e-08,-7.749787774444495e-08
-1557.75,-7.623117084080029e-08,-7.717390374482333e-08,-7.717390374482322e-08
-1557.25,-7.629872277959857e-08,-7.731663355404818e-08,-7.731663355404808e-08
-1556.75,-7.584652215399609e-08,-7.699730531922911e-08,-7.699730531922906e-08
-1556.25,-7.611911409526436e-08,-7.711900253230716e-08,-7.711900253230719e-08
-1555.75,-7.596334727168249e-08,-7.687377985120482e-08,-7.687377985120485e-08
-1555.25,-7.616441363069379e-08,-7.685724362254106e-08,-7.685724362254112e-08
-1554.75,-7.659038820946871e-08,-7.677647767478666e-08,-7.677647767478673e-08
-1554.25,-7.670085549762117e-08,-7.660392590562981e-08,-7.660392590562986e-08
-1553.75,-7.688046418195536e-08,-7.664881688871702e-08,-7.664881688871711e-08
-1553.25,-7.706881488189874e-08,-7.641339487844004e-08,-7.641339487844009e-08
-1552.75,-7.76267144235032e-08,-7.647642401776385e-08,-7.64764240177639e-08
-1552.25,-7.7344585737934e-08,-7.62764165599229e-08,-7.627641655992297e-08
-1551.75,-7.719756092996133e-08,-7.624428039486705e-08,-7.624428039486708e-08
-1551.25,-7.725954976791737e-08,-7.615259537186914e-08,-7.615259537186912e-08
-1550.75,-7.700046821440874e-08,-7.601537503917438e-08,-7.601537503917434e-08
-1550.25,-7.655780433310719e-08,-7.599382018201139e-08,-7.599382018201131e-08
-1549.75,-7.601579936533763e-08,-7.586758302111863e-08,-7.58675830211186e-08
-1549.25,-7.576863874220515e-08,-7.57898179077178e-08,-7.578981790771774e-08
-1548.75,-7.547220494018455e-08,-7.576126417237085e-08,-7.57612641723708e-08
-1548.25,-7.487218477791763e-08,-7.557605226288057e-08,-7.557605226288049e-08
-1547.75,-7.46615816746054e-08,-7.560982290521746e-08,-7.560982290521743e-08
-1547.25,-7.425785949919932e-08,-7.539063267306862e-08,-7.539063267306857e-08
-1546.75,-7.429441701901955e-08,-7.546102731575245e-08,-7.546102731575242e-08
-1546.25,-7.42697804295755e-08,-7.52240489418198e-08,-7.522404894181976e-08
-1545.75,-7.451376213794098e-08,-7.534913736430293e-08,-7.534913736430288e-08
-1545.25,-7.434607438398294e-08,-7.503314782578379e-08,-7.503314782578375e-08
-1544.75,-7.49095370264296e-08,-7.51943128141912e-08,-7.519431281419112e-08
-1544.25,-7.487615842137637e-08,-7.48467470950531e-08,-7.484674709505302e-08
-1543.75,-7.533710106258802e-08,-7.500580965566605e-08,-7.500580965566593e-08
-1543.25,-7.543087904821384e-08,-7.470894055613582e-08,-7.47089405561357e-08
-1542.75,-7.581234882025107e-08,-7.484929206024027e-08,-7.484929206024017e-08
-1542.25,-7.566691346966188e-08,-7.458385875817003e-08,-7.458385875816996e-08
-1541.75,-7.587354292951539e-08,-7.468816321705018e-08,-7.468816321705014e-08
-1541.25,-7.550955718869652e-08,-7.442907310450834e-08,-7.442907310450837e-08
-1540.75,-7.529100679846685e-08,-7.449518392150028e-08,-7.449518392150033e-08
-1540.25,-7.482370632772123e-08,-7.42928693666858e-08,-7.429286936668587e-08
-1539.75,-7.459800337926589e-08,-7.431072534879654e-08,-7.431072534879664e-08
-1539.25,-7.418712864563407e-08,-7.420257411763594e-08,-7.420257411763609e-08
-1538.75,-7.383585856388314e-08,-7.41213079314342e-08,-7.412130793143434e-08
-1538.25,-7.344326259016147e-08,-7.407770451077697e-08,-7.407770451077706e-08
-1537.75,-7.291079436669282e-08,-7.394468093551398e-08,-7.394468093551403e-08
-1537.25,-7.285516335827073e-08,-7.389726859420282e-08,-7.38972685942028e-08
-1536.75,-7.274946444226874e-08,-7.379648315814419e-08,-7.379648315814413e-08
-1536.25,-7.252694040858035e-08,-7.374017865702216e-08,-7.374017865702208e-08
-1535.75,-7.271529110852374e-08,-7.362040259752363e-08,-7.362040259752351e-08
-1535.25,-7.309437669448575e-08,-7.361734036145648e-08,-7.36173403614563e-08
-1534.75,-7.301331436792783e-08,-7.346027779068196e-08,-7.346027779068177e-08
-1534.25,-7.345359406315414e-08,-7.346266006261282e-08,-7.346266006261261e-08
-1533.75,-7.389466848707218e-08,-7.337539940617108e-08,-7.33753994061709e-08
-1533.25,-7.402977236466872e-08,-7.32776539735984e-08,-7.327765397359827e-08
-1532.75,-7.426024368527456e-08,-7.3282292939182e-08,-7.328229293918196e-08
-1532.25,-7.419189701778456e-08,-7.307850456252795e-08,-7.307850456252804e-08
-1531.75,-7.418156554479188e-08,-7.316683170308522e-08,-7.316683170308537e-08
-1531.25,-7.386764771155291e-08,-7.287563579535677e-08,-7.287563579535705e-08
-1530.75,-7.400831468999162e-08,-7.307380446135976e-08,-7.307380446136007e-08
-1530.25,-7.333835840285122e-08,-7.273701692960666e-08,-7.2737016929607e-08
-1529.75,-7.32517329754511e-08,-7.289949275952921e-08,-7.289949275952958e-08
-1529.25,-7.260164490560429e-08,-7.268201435001559e-08,-7.268201435001594e-08
-1528.75,-7.217725978421288e-08,-7.263676608567282e-08,-7.263676608567316e-08
-1528.25,-7.198970381296124e-08,-7.262634711525913e-08,-7.262634711525942e-08
-1527.75,-7.146518287641003e-08,-7.245749333380768e-08,-7.245749333380794e-08
-1527.25,-7.140478349583747e-08,-7.2514598431335e-08,-7.251459843133515e-08
-1526.75,-7.130146876591071e-08,-7.236137169376104e-08,-7.23613716937611e-08
-1526.25,-7.129670039376025e-08,-7.237197358724866e-08,-7.237197358724867e-08
-1525.75,-7.138968365069432e-08,-7.224584093477191e-08,-7.224584093477187e-08
-1525.25,-7.169962784047457e-08,-7.218664060387781e-08,-7.218664060387769e-08
-1524.75,-7.178148489572425e-08,-7.216653982944702e-08,-7.216653982944687e-08
-1524.25,-7.191738350201253e-08,-7.195611735893933e-08,-7.195611735893917e-08
-1523.75,-7.261992366551442e-08,-7.211899683248219e-08,-7.211899683248204e-08
-1523.25,-7.247528304361697e-08,-7.177195008540574e-08,-7.177195008540552e-08
-1522.75,-7.290841018061759e-08,-7.197948855487156e-08,-7.197948855487141e-08
-1522.25,-7.267475994524478e-08,-7.166044762863253e-08,-7.166044762863241e-08
-1521.75,-7.282257948190923e-08,-7.181568716062495e-08,-7.181568716062495e-08
-1521.25,-7.269303870515491e-08,-7.153644903598208e-08,-7.153644903598215e-08
-1520.75,-7.264614971234199e-08,-7.171503893559851e-08,-7.171503893559862e-08
-1520.25,-7.193804644799786e-08,-7.141719229851652e-08,-7.141719229851669e-08
-1519.75,-7.19746039678181e-08,-7.152644609784781e-08,-7.152644609784797e-08
-1519.25,-7.135551031694933e-08,-7.142408476637441e-08,-7.142408476637458e-08
-1518.75,-7.068396457242544e-08,-7.119520320130162e-08,-7.119520320130177e-08
-1518.25,-7.086595744283488e-08,-7.146680140601035e-08,-7.146680140601045e-08
-1517.75,-6.997824549415653e-08,-7.096096175680454e-08,-7.096096175680459e-08
-1517.25,-7.026037417972574e-08,-7.135178421412778e-08,-7.135178421412782e-08
-1516.75,-6.977876859252873e-08,-7.092724017641974e-08,-7.092724017641974e-08
-1516.25,-7.005215526248875e-08,-7.111920255694824e-08,-7.111920255694823e-08
-1515.75,-7.009030223969247e-08,-7.090915941438375e-08,-7.090915941438371e-08
-1515.25,-7.022540611728902e-08,-7.091478935604608e-08,-7.091478935604602e-08
-1514.75,-7.051707154715915e-08,-7.082573600142686e-08,-7.082573600142676e-08
-1514.25,-7.091205170695603e-08,-7.075038905201697e-08,-7.075038905201685e-08
-1513.75,-7.105192395670303e-08,-7.076679710082145e-08,-7.076679710082128e-08
-1513.25,-7.117987527607385e-08,-7.058772436625383e-08,-7.058772436625366e-08
-1512.75,-7.186175249359041e-08,-7.07113071676543e-08,-7.071130716765414e-08
-1512.25,-7.160108148269829e-08,-7.043068607419478e-08,-7.043068607419464e-08
-1511.75,-7.156213977680283e-08,-7.059658919613532e-08,-7.059658919613527e-08
-1511.25,-7.128001109123361e-08,-7.027881334938435e-08,-7.027881334938426e-08
-1510.75,-7.136504706125025e-08,-7.048364012551001e-08,-7.048364012551001e-08
-1510.25,-7.074913232514847e-08,-7.017943024640029e-08,-7.017943024640032e-08
-1509.75,-7.077138472851732e-08,-7.034326530296611e-08,-7.034326530296621e-08
-1509.25,-7.015308580634028e-08,-7.014387288239642e-08,-7.014387288239655e-08
-1508.75,-6.966353293222582e-08,-7.01231786556209e-08,-7.012317865562103e-08
-1508.25,-6.942511432470254e-08,-7.008539941905131e-08,-7.008539941905147e-08
-1507.75,-6.90150343197625e-08,-6.996013600306872e-08,-6.996013600306882e-08
-1507.25,-6.888310935693295e-08,-6.994077413149725e-08,-6.994077413149729e-08
-1506.75,-6.879489447214935e-08,-6.993732652824145e-08,-6.993732652824145e-08
-1506.25,-6.862720671819131e-08,-6.973806979828158e-08,-6.973806979828149e-08
-1505.75,-6.905238656827447e-08,-6.991779507671251e-08,-6.991779507671237e-08
-1505.25,-6.891489850460273e-08,-6.955158809903872e-08,-6.955158809903855e-08
-1504.75,-6.946405603059799e-08,-6.979972748663152e-08,-6.979972748663133e-08
-1504.25,-6.943067742554475e-08,-6.945423683952374e-08,-6.945423683952353e-08
-1503.75,-7.007361293716585e-08,-6.962964976290449e-08,-6.962964976290426e-08
-1503.25,-7.020951154345412e-08,-6.944276735301491e-08,-6.94427673530147e-08
-1502.75,-7.036925201049473e-08,-6.944927810359012e-08,-6.944927810358992e-08
-1502.25,-7.053137666361053e-08,-6.941122152498737e-08,-6.941122152498724e-08
-1501.75,-7.042488301891682e-08,-6.927452401237573e-08,-6.927452401237566e-08
-1501.25,-7.029534224216249e-08,-6.930687400576932e-08,-6.930687400576932e-08
-1500.75,-6.991228301274176e-08,-6.915527400639645e-08,-6.915527400639648e-08
-1500.25,-6.979625262374711e-08,-6.917396630235982e-08,-6.917396630235993e-08
-1499.75,-6.944498254199616e-08,-6.910009705106298e-08,-6.91000970510631e-08
-1499.25,-6.903410780836438e-08,-6.905754128631131e-08,-6.905754128631148e-08
-1498.75,-6.872893199073457e-08,-6.900756166596752e-08,-6.900756166596768e-08
-1498.25,-6.830613632672662e-08,-6.89605488436543e-08,-6.896054884365444e-08
-1497.75,-6.790241415132057e-08,-6.885246934271928e-08,-6.885246934271941e-08
-1497.25,-6.779671523531857e-08,-6.886904646676737e-08,-6.88690464667675e-08
-1496.75,-6.752014965059156e-08,-6.872702636036195e-08,-6.872702636036209e-08
-1496.25,-6.766161135772204e-08,-6.875845875758731e-08,-6.875845875758741e-08
-1495.75,-6.782532546822138e-08,-6.866807024406425e-08,-6.86680702440643e-08
-1495.25,-6.795407151628393e-08,-6.860232250476885e-08,-6.860232250476887e-08
-1494.75,-6.824176330269535e-08,-6.864097550687807e-08,-6.864097550687802e-08
-1494.25,-6.852071307349758e-08,-6.840672439002352e-08,-6.840672439002346e-08
-1493.75,-6.910007028977914e-08,-6.862857515294349e-08,-6.862857515294338e-08
-1493.25,-6.884019400757875e-08,-6.822298102415598e-08,-6.82229810241559e-08
-1492.75,-6.954511835715593e-08,-6.857383606069214e-08,-6.857383606069203e-08
-1492.25,-6.922961106653348e-08,-6.810531419181801e-08,-6.810531419181794e-08
-1491.75,-6.948154006181638e-08,-6.843329293406337e-08,-6.843329293406337e-08
-1491.25,-6.904523401004878e-08,-6.806857133521545e-08,-6.80685713352155e-08
-1490.75,-6.923437943868393e-08,-6.824641367660218e-08,-6.824641367660231e-08
-1490.25,-6.87329056341933e-08,-6.807090212545859e-08,-6.807090212545875e-08
-1489.75,-6.821156361240906e-08,-6.804882265895675e-08,-6.804882265895695e-08
-1489.25,-6.801685508293173e-08,-6.804919802277813e-08,-6.804919802277834e-08
-1488.75,-6.764492205519541e-08,-6.787803497671901e-08,-6.787803497671921e-08
-1488.25,-6.729921507428668e-08,-6.796936545022331e-08,-6.796936545022352e-08
-1487.75,-6.667773723734266e-08,-6.779997908992892e-08,-6.779997908992915e-08
-1487.25,-6.675323646305838e-08,-6.78214739632841e-08,-6.782147396328427e-08
-1486.75,-6.683429878961627e-08,-6.778914417884627e-08,-6.77891441788464e-08
-1486.25,-6.666104793481603e-08,-6.765441600057699e-08,-6.76544160005771e-08
-1485.75,-6.68112516575557e-08,-6.770631426395795e-08,-6.770631426395798e-08
-1485.25,-6.67444944474492e-08,-6.754963430050833e-08,-6.754963430050834e-08
-1484.75,-6.720305290258563e-08,-6.756236067078077e-08,-6.756236067078072e-08
-1484.25,-6.769340050539182e-08,-6.748125280296633e-08,-6.748125280296628e-08
-1483.75,-6.778399957625068e-08,-6.745752812745603e-08,-6.745752812745596e-08
-1483.25,-6.793976639983253e-08,-6.73708579614411e-08,-6.737085796144104e-08
-1482.75,-6.84007090410442e-08,-6.73777870791144e-08,-6.737778707911434e-08
