potential,current,current_filtered_50Hz,basecurrent_4,basecurrent_3
-1171.5625,-9.662470379964954e-08,-9.625863377854098e-08,8.650945930778288e-08,7.859606654368721e-08
-1172.0625,-9.55804302986976e-08,-9.63545743230341e-08,8.654422996736251e-08,7.860767540017338e-08
-1172.5625,-9.487709540650393e-08,-9.622923195182252e-08,8.657896279600557e-08,7.861924875871729e-08
-1173.0625,-9.519101323974287e-08,-9.665817022135943e-08,8.661365776443344e-08,7.86307866294521e-08
-1173.5625,-9.399574128735953e-08,-9.631810969645148e-08,8.664831484339724e-08,7.864228902251126e-08
-1174.0625,-9.453377261167039e-08,-9.681016283737687e-08,8.668293400367764e-08,7.865375594802794e-08
-1174.5625,-9.485643246051856e-08,-9.660103909105812e-08,8.671751521608481e-08,7.866518741613552e-08
-1175.0625,-9.502888858662707e-08,-9.692113298803815e-08,8.675205845145872e-08,7.867658343696723e-08
-1175.5625,-9.531896455911373e-08,-9.678802213563838e-08,8.678656368066888e-08,7.868794402065641e-08
-1176.0625,-9.647450007690988e-08,-9.703654121120227e-08,8.682103087461427e-08,7.86992691773363e-08
-1176.5625,-9.680510721267546e-08,-9.6998563493665e-08,8.685546000422371e-08,7.871055891714023e-08
-1177.0625,-9.759824644703623e-08,-9.701544305864776e-08,8.688985104045545e-08,7.872181325020153e-08
-1177.5625,-9.869099839818458e-08,-9.741512814324667e-08,8.692420395429747e-08,7.873303218665338e-08
-1178.0625,-9.852013172945957e-08,-9.69494227225004e-08,8.69585187167673e-08,7.874421573662918e-08
-1178.5625,-9.989103872271839e-08,-9.774196807107694e-08,8.699279529891203e-08,7.875536391026217e-08
-1179.0625,-9.929101856045152e-08,-9.708380071049302e-08,8.702703367180844e-08,7.876647671768565e-08
-1179.5625,-9.984335500121377e-08,-9.77602692917972e-08,8.70612338065629e-08,7.877755416903293e-08
-1180.0625,-9.915035158201275e-08,-9.743141486390443e-08,8.70953956743114e-08,7.878859627443727e-08
-1180.5625,-9.904306320862726e-08,-9.770228810079922e-08,8.712951924621938e-08,7.879960304403204e-08
-1181.0625,-9.873232429015524e-08,-9.781734395805986e-08,8.716360449348225e-08,7.881057448795045e-08
-1181.5625,-9.777547094529519e-08,-9.772976881092765e-08,8.719765138732461e-08,7.882151061632583e-08
-1182.0625,-9.745678473990576e-08,-9.810031549023225e-08,8.723165989900094e-08,7.883241143929144e-08
-1182.5625,-9.672881325826802e-08,-9.77977600492808e-08,8.726562999979529e-08,7.884327696698063e-08
-1183.0625,-9.661198814058162e-08,-9.827190955055856e-08,8.729956166102126e-08,7.885410720952661e-08
-1183.5625,-9.561698781851783e-08,-9.79220755966791e-08,8.7333454854022e-08,7.886490217706281e-08
-1184.0625,-9.618124518965623e-08,-9.843642185200204e-08,8.736730955017044e-08,7.887566187972234e-08
-1184.5625,-9.618045046096447e-08,-9.808917410165765e-08,8.740112572086901e-08,7.88863863276387e-08
-1185.0625,-9.684722783333793e-08,-9.863584912446555e-08,8.743490333754972e-08,7.889707553094495e-08
-1185.5625,-9.689570628353432e-08,-9.823964295645674e-08,8.746864237167427e-08,7.890772949977456e-08
-1186.0625,-9.804408924310476e-08,-9.870811371618557e-08,8.750234279473399e-08,7.891834824426075e-08
-1186.5625,-9.813468831396359e-08,-9.85432495023999e-08,8.753600457824966e-08,7.89289317745369e-08
-1187.0625,-9.919565111744217e-08,-9.86014917153402e-08,8.756962769377184e-08,7.893948010073621e-08
-1187.5625,-1.0048390632675961e-07,-9.898991301113244e-08,8.760321211288058e-08,7.894999323299195e-08
-1188.0625,-1.0008336306612053e-07,-9.85956209439688e-08,8.763675780718559e-08,7.89604711814375e-08
-1188.5625,-1.0126274044466896e-07,-9.918203454716957e-08,8.767026474832629e-08,7.89709139562061e-08
-1189.0625,-1.0107518447341733e-07,-9.886460430180453e-08,8.77037329079715e-08,7.898132156743103e-08
-1189.5625,-1.011697571877349e-07,-9.911647887409787e-08,8.773716225781975e-08,7.899169402524566e-08
-1190.0625,-1.0123889858391664e-07,-9.920661090058224e-08,8.777055276959922e-08,7.900203133978318e-08
-1190.5625,-1.0039807562805123e-07,-9.913473688156557e-08,8.78039044150677e-08,7.9012333521177e-08
-1191.0625,-1.0003250042984886e-07,-9.947875636983457e-08,8.783721716601249e-08,7.902260057956028e-08
-1191.5625,-9.95946049206978e-08,-9.922318859867904e-08,8.787049099425058e-08,7.903283252506645e-08
-1192.0625,-9.924571902502207e-08,-9.968888228501787e-08,8.790372587162861e-08,7.904302936782864e-08
-1192.5625,-9.778023931744569e-08,-9.93298272228695e-08,8.793692177002258e-08,7.90531911179803e-08
-1193.0625,-9.811482009667e-08,-9.975651482625356e-08,8.797007866133851e-08,7.906331778565465e-08
-1193.5625,-9.763083032339775e-08,-9.960856696203925e-08,8.80031965175117e-08,7.9073409380985e-08
-1194.0625,-9.74504269103718e-08,-9.979601820046696e-08,8.803627531050712e-08,7.908346591410463e-08
-1194.5625,-9.79892529633744e-08,-9.985690686433935e-08,8.80693150123195e-08,7.909348739514682e-08
-1195.0625,-9.818396149285176e-08,-9.998968356015145e-08,8.810231559497301e-08,7.910347383424493e-08
-1195.5625,-9.840092242569793e-08,-9.987978629418288e-08,8.813527703052147e-08,7.911342524153214e-08
-1196.0625,-9.956996833125373e-08,-1.001883455143574e-07,8.816819929104839e-08,7.912334162714188e-08
-1196.5625,-9.965420957257863e-08,-9.999042871876633e-08,8.820108234866677e-08,7.91332230012073e-08
-1197.0625,-1.0068894632922963e-07,-1.0027623032898485e-07,8.823392617551934e-08,7.914306937386178e-08
-1197.5625,-1.0175308804747518e-07,-1.0029854895928622e-07,8.82667307437783e-08,7.915288075523859e-08
-1198.0625,-1.0208607936931603e-07,-1.0037713516627556e-07,8.829949602564556e-08,7.916265715547108e-08
-1198.5625,-1.024969541029478e-07,-1.0050036502330665e-07,8.833222199335268e-08,7.917239858469247e-08
-1199.0625,-1.028418663551648e-07,-1.004726652260159e-07,8.836490861916068e-08,7.918210505303605e-08
-1199.5625,-1.0269007317504164e-07,-1.0061247281858416e-07,8.839755587536028e-08,7.919177657063518e-08
-1200.0625,-1.0218780464185929e-07,-1.0054425161401473e-07,8.84301637342718e-08,7.920141314762306e-08
-1200.5625,-1.0216714169587394e-07,-1.0083555423309648e-07,8.84627321682452e-08,7.921101479413307e-08
-1201.0625,-1.015289745564033e-07,-1.0072355721292684e-07,8.849526114966001e-08,7.922058152029847e-08
-1201.5625,-1.0130327160794794e-07,-1.0096596616877539e-07,8.852775065092537e-08,7.923011333625253e-08
-1202.0625,-1.0047198539638344e-07,-1.009796516439116e-07,8.856020064448e-08,7.923961025212857e-08
-1202.5625,-9.949208491946279e-08,-1.008838312186926e-07,8.85926111027923e-08,7.924907227805984e-08
-1203.0625,-9.938559127476908e-08,-1.0124523005735748e-07,8.862498199836023e-08,7.925849942417974e-08
-1203.5625,-9.88332548340068e-08,-1.0089236051062519e-07,8.865731330371136e-08,7.926789170062139e-08
-1204.0625,-9.944599065534164e-08,-1.015035473252968e-07,8.868960499140293e-08,7.927724911751826e-08
-1204.5625,-9.895405359515193e-08,-1.010785493323836e-07,8.87218570340217e-08,7.928657168500356e-08
-1205.0625,-9.987117050542481e-08,-1.0162884649357104e-07,8.875406940418407e-08,7.929585941321061e-08
-1205.5625,-1.000777999652783e-07,-1.0126260749536656e-07,8.878624207453604e-08,7.930511231227264e-08
-1206.0625,-1.0076524028363707e-07,-1.0158600370344046e-07,8.881837501775327e-08,7.9314330392323e-08
-1206.5625,-1.0106882664388338e-07,-1.0152826096273656e-07,8.8850468206541e-08,7.932351366349497e-08
-1207.0625,-1.020980002996922e-07,-1.0152697200957536e-07,8.888252161363404e-08,7.933266213592187e-08
-1207.5625,-1.0339658698200226e-07,-1.019057265664482e-07,8.891453521179688e-08,7.934177581973691e-08
-1208.0625,-1.0327737767824064e-07,-1.0155984877833796e-07,8.89465089738235e-08,7.935085472507344e-08
-1208.5625,-1.0410627970372993e-07,-1.0205806362891622e-07,8.897844287253762e-08,7.935989886206481e-08
-1209.0625,-1.0373911504814406e-07,-1.0174293457294707e-07,8.901033688079256e-08,7.93689082408442e-08
-1209.5625,-1.040736958273684e-07,-1.0199632568991249e-07,8.904219097147113e-08,7.937788287154498e-08
-1210.0625,-1.0405064869530783e-07,-1.0201185799524107e-07,8.907400511748588e-08,7.938682276430042e-08
-1210.5625,-1.0327499349216543e-07,-1.0209482298152255e-07,8.910577929177889e-08,7.939572792924379e-08
-1211.0625,-1.0291816030957227e-07,-1.0216539417400787e-07,8.913751346732186e-08,7.940459837650846e-08
-1211.5625,-1.0271232557841046e-07,-1.0231756546367898e-07,8.916920761711613e-08,7.941343411622762e-08
-1212.0625,-1.0165454168969886e-07,-1.022730164898812e-07,8.920086171419262e-08,7.942223515853464e-08
-1212.5625,-1.0109107904725222e-07,-1.0235785261160119e-07,8.923247573161186e-08,7.943100151356277e-08
-1213.0625,-1.0073821950811775e-07,-1.0251830353775436e-07,8.926404964246401e-08,7.943973319144531e-08
-1213.5625,-1.00190651439506e-07,-1.0231023475491867e-07,8.929558341986886e-08,7.944843020231555e-08
-1214.0625,-1.0075570353933617e-07,-1.0278195564159381e-07,8.932707703697572e-08,7.945709255630682e-08
-1214.5625,-1.0027091903737217e-07,-1.0243932700293413e-07,8.935853046696359e-08,7.946572026355239e-08
-1215.0625,-1.0094961734012174e-07,-1.0286539592607684e-07,8.938994368304102e-08,7.94743133341855e-08
-1215.5625,-1.0136446571721224e-07,-1.0269697619951176e-07,8.942131665844625e-08,7.948287177833956e-08
-1216.0625,-1.0208687409800775e-07,-1.0284280333233322e-07,8.945264936644703e-08,7.949139560614775e-08
-1216.5625,-1.0284504526993178e-07,-1.0294394253285114e-07,8.948394178034081e-08,7.949988482774343e-08
-1217.0625,-1.0342758140098034e-07,-1.0286276378236747e-07,8.951519387345463e-08,7.950833945325984e-08
-1217.5625,-1.0428112001591364e-07,-1.031466850467956e-07,8.954640561914498e-08,7.951675949283033e-08
-1218.0625,-1.0458311691877644e-07,-1.0297982250754867e-07,8.957757699079824e-08,7.952514495658817e-08
-1218.5625,-1.0547241832483827e-07,-1.0326932502125178e-07,8.960870796183024e-08,7.953349585466667e-08
-1219.0625,-1.0554076499232829e-07,-1.0316971006216322e-07,8.963979850568633e-08,7.9541812197199e-08
-1219.5625,-1.0541201894426573e-07,-1.0329043054833042e-07,8.967084859584169e-08,7.955009399431865e-08
-1220.0625,-1.0506790142074043e-07,-1.0335341643850717e-07,8.970185820580087e-08,7.955834125615883e-08
-1220.5625,-1.0457914327531773e-07,-1.0333441288568023e-07,8.97328273090983e-08,7.956655399285275e-08
-1221.0625,-1.0443768156818726e-07,-1.0351982730856236e-07,8.976375587929776e-08,7.957473221453381e-08
-1221.5625,-1.0373752559076057e-07,-1.0343875920010184e-07,8.979464388999277e-08,7.95828759313353e-08
-1222.0625,-1.029475652711668e-07,-1.0368379278645326e-07,8.982549131480637e-08,7.959098515339045e-08
-1222.5625,-1.0212581580390325e-07,-1.0353227607677356e-07,8.985629812739142e-08,7.959905989083254e-08
-1223.0625,-1.0226489332495848e-07,-1.0384541793004706e-07,8.988706430143008e-08,7.960710015379498e-08
-1223.5625,-1.0174037238840727e-07,-1.036268066993682e-07,8.991778981063446e-08,7.961510595241097e-08
-1224.0625,-1.017570616909339e-07,-1.0399399707021353e-07,8.994847462874593e-08,7.962307729681383e-08
-1224.5625,-1.0148367502097387e-07,-1.037197623992112e-07,8.997911872953572e-08,7.963101419713679e-08
-1225.0625,-1.0225297239458232e-07,-1.0413893515002096e-07,9.000972208680466e-08,7.963891666351326e-08
-1225.5625,-1.0254940619660293e-07,-1.0382996610473703e-07,9.004028467438293e-08,7.964678470607646e-08
-1226.0625,-1.0356427473596033e-07,-1.0422736427291257e-07,9.007080646613065e-08,7.965461833495968e-08
-1226.5625,-1.0367394729542104e-07,-1.0403274350687626e-07,9.010128743593731e-08,7.966241756029614e-08
-1227.0625,-1.0466417924533438e-07,-1.0424925996027627e-07,9.013172755772222e-08,7.967018239221934e-08
-1227.5625,-1.056790477846918e-07,-1.0429057324876383e-07,9.016212680543406e-08,7.967791284086242e-08
-1228.0625,-1.0601203910653262e-07,-1.0428087362571272e-07,9.01924851530514e-08,7.968560891635873e-08
-1228.5625,-1.0644437151484152e-07,-1.0446906387947568e-07,9.022280257458203e-08,7.969327062884147e-08
-1229.0625,-1.0655404407430221e-07,-1.0434721590100095e-07,9.025307904406381e-08,7.970089798844407e-08
-1229.5625,-1.0670822144050057e-07,-1.0460078383541992e-07,9.028331453556377e-08,7.970849100529972e-08
-1230.0625,-1.0638953523511113e-07,-1.0449208609302672e-07,9.031350902317895e-08,7.971604968954177e-08
-1230.5625,-1.0633231476930557e-07,-1.0469508819627432e-07,9.034366248103565e-08,7.972357405130343e-08
-1231.0625,-1.054906970847484e-07,-1.0475077196320307e-07,9.037377488328998e-08,7.97310641007181e-08
-1231.5625,-1.0468881583477844e-07,-1.0465262831741433e-07,9.040384620412764e-08,7.973851984791905e-08
-1232.0625,-1.0457914327531773e-07,-1.0498062546104297e-07,9.043387641776386e-08,7.974594130303951e-08
-1232.5625,-1.03332213957971e-07,-1.0461529621806668e-07,9.046386549844363e-08,7.975332847621279e-08
-1233.0625,-1.03195520622991e-07,-1.0504529662719317e-07,9.049381342044133e-08,7.976068137757224e-08
-1233.5625,-1.0263921053877004e-07,-1.0479839169763725e-07,9.052372015806114e-08,7.976800001725113e-08
-1234.0625,-1.0291498139480528e-07,-1.050847866766567e-07,9.055358568563672e-08,7.97752844053827e-08
-1234.5625,-1.0312796868419273e-07,-1.0503533373306972e-07,9.058340997753142e-08,7.978253455210031e-08
-1235.0625,-1.0339181860985184e-07,-1.0517835505815699e-07,9.061319300813818e-08,7.978975046753725e-08
-1235.5625,-1.0373832031945232e-07,-1.0509118212537297e-07,9.064293475187957e-08,7.979693216182676e-08
-1236.0625,-1.0444960249856343e-07,-1.0524215940014504e-07,9.067263518320774e-08,7.980407964510216e-08
-1236.5625,-1.0473570482759137e-07,-1.0517695886069856e-07,9.070229427660435e-08,7.981119292749677e-08
-1237.0625,-1.0570050545936887e-07,-1.0527892188969848e-07,9.073191200658086e-08,7.981827201914383e-08
-1237.5625,-1.0679325741051725e-07,-1.05443351181237e-07,9.076148834767822e-08,7.982531693017672e-08
-1238.0625,-1.0713181183320028e-07,-1.0534247436757104e-07,9.0791023274467e-08,7.983232767072856e-08
-1238.5625,-1.0775487912752776e-07,-1.0560580803202627e-07,9.082051676154745e-08,7.983930425093284e-08
-1239.0625,-1.0764043819591661e-07,-1.0543905455359428e-07,9.084996878354927e-08,7.984624668092278e-08
-1239.5625,-1.0766428005666893e-07,-1.0555682598951627e-07,9.087937931513203e-08,7.985315497083165e-08
-1240.0625,-1.0740440377446857e-07,-1.0561558474739351e-07,9.09087483309846e-08,7.986002913079271e-08
-1240.5625,-1.068647829927742e-07,-1.0553298894773396e-07,9.093807580582564e-08,7.986686917093933e-08
-1241.0625,-1.067479578750878e-07,-1.058825569959051e-07,9.096736171440344e-08,7.98736751014048e-08
-1241.5625,-1.0571798949058725e-07,-1.0556824594154542e-07,9.099660603149584e-08,7.988044693232236e-08
-1242.0625,-1.0542711878940886e-07,-1.0612328589022917e-07,9.102580873191023e-08,7.988718467382531e-08
-1242.5625,-1.0438681893191564e-07,-1.0557945803153704e-07,9.105496979048383e-08,7.989388833604696e-08
-1243.0625,-1.0473570482759137e-07,-1.062525584001643e-07,9.108408918208313e-08,7.990055792912066e-08
-1243.5625,-1.0346096000603358e-07,-1.0567775567393328e-07,9.111316688160443e-08,7.990719346317963e-08
-1244.0625,-1.039823020278178e-07,-1.0632344672667564e-07,9.11422028639738e-08,7.99137949483571e-08
-1244.5625,-1.039608443531407e-07,-1.0586507769041873e-07,9.117119710414648e-08,7.992036239478653e-08
-1245.0625,-1.0470232622253807e-07,-1.0643952547119617e-07,9.120014957710779e-08,7.992689581260107e-08
-1245.5625,-1.0459821676391961e-07,-1.059770792796051e-07,9.122906025787237e-08,7.993339521193406e-08
-1246.0625,-1.057672626694754e-07,-1.0652196079672693e-07,9.125792912148453e-08,7.993986060291885e-08
-1246.5625,-1.0582368840658924e-07,-1.0610507918620064e-07,9.12867561430182e-08,7.99462919956887e-08
-1247.0625,-1.0703088128934876e-07,-1.0646956087942406e-07,9.131554129757698e-08,7.995268940037684e-08
-1247.5625,-1.0759354920310366e-07,-1.0639228940898207e-07,9.1344284560294e-08,7.99590528271166e-08
-1248.0625,-1.0794481928485462e-07,-1.0637689788422056e-07,9.137298590633193e-08,7.996538228604136e-08
-1248.5625,-1.0873795851921539e-07,-1.066693650866886e-07,9.140164531088328e-08,7.997167778728426e-08
-1249.0625,-1.0857186022264085e-07,-1.0637791814280672e-07,9.143026274916995e-08,7.997793934097872e-08
-1249.5625,-1.0899624534403226e-07,-1.0679603316436477e-07,9.145883819644356e-08,7.998416695725793e-08
-1250.0625,-1.0847172440748108e-07,-1.0650831743312342e-07,9.148737162798524e-08,7.999036064625527e-08
-1250.5625,-1.0818164843499443e-07,-1.0682451778307406e-07,9.151586301910588e-08,7.999652041810399e-08
-1251.0625,-1.0740917214661903e-07,-1.067945806771972e-07,9.154431234514582e-08,8.000264628293742e-08
-1251.5625,-1.0709207539861304e-07,-1.0675039265799623e-07,9.157271958147516e-08,8.000873825088874e-08
-1252.0625,-1.0675908407677224e-07,-1.0711075255394008e-07,9.160108470349343e-08,8.001479633209141e-08
-1252.5625,-1.0519346855403603e-07,-1.0666445868820293e-07,9.162940768662992e-08,8.00208205366786e-08
-1253.0625,-1.0548433925521443e-07,-1.072423418756407e-07,9.165768850634352e-08,8.002681087478368e-08
-1253.5625,-1.0471345242422252e-07,-1.0681558137207668e-07,9.168592713812265e-08,8.003276735653982e-08
-1254.0625,-1.0502419134269453e-07,-1.0724490002589482e-07,9.171412355748537e-08,8.003868999208049e-08
-1254.5625,-1.0521174731394617e-07,-1.0710913212242732e-07,9.174227773997943e-08,8.004457879153885e-08
-1255.0625,-1.0544539754931897e-07,-1.0726718128837656e-07,9.177038966118194e-08,8.005043376504825e-08
-1255.5625,-1.0572355259142943e-07,-1.0724222917970012e-07,9.17984592967e-08,8.005625492274192e-08
-1256.0625,-1.0650397616672232e-07,-1.0733670087412948e-07,9.182648662216995e-08,8.006204227475325e-08
-1256.5625,-1.0712227508889934e-07,-1.0731041564757717e-07,9.185447161325797e-08,8.006779583121548e-08
-1257.0625,-1.0781607323679206e-07,-1.0742797348216658e-07,9.188241424565977e-08,8.007351560226191e-08
-1257.5625,-1.0863861743274737e-07,-1.0753576788752355e-07,9.191031449510064e-08,8.00792015980258e-08
-1258.0625,-1.0944288286879255e-07,-1.0749037014805539e-07,9.193817233733562e-08,8.008485382864049e-08
-1258.5625,-1.0998091419310341e-07,-1.0776987321623614e-07,9.196598774814909e-08,8.009047230423927e-08
-1259.0625,-1.095748078316221e-07,-1.0750846225131485e-07,9.199376070335534e-08,8.009605703495536e-08
-1259.5625,-1.1010727605509076e-07,-1.0784520524728706e-07,9.202149117879814e-08,8.010160803092215e-08
-1260.0625,-1.0952156100927525e-07,-1.0760761750689316e-07,9.204917915035076e-08,8.010712530227291e-08
-1260.5625,-1.0905743945329659e-07,-1.0790014314265619e-07,9.207682459391627e-08,8.011260885914094e-08
-1261.0625,-1.0864179634751437e-07,-1.0778743539435367e-07,9.210442748542713e-08,8.01180587116594e-08
-1261.5625,-1.0839940409653237e-07,-1.0801239782642147e-07,9.213198780084576e-08,8.012347486996179e-08
-1262.0625,-1.0731300997491798e-07,-1.0790287618500188e-07,9.215950551616376e-08,8.01288573441813e-08
-1262.5625,-1.067622629915392e-07,-1.080625456843301e-07,9.218698060740264e-08,8.01342061444512e-08
-1263.0625,-1.0634344097098998e-07,-1.0800788613572288e-07,9.22144130506134e-08,8.013952128090478e-08
-1263.5625,-1.0601680747868307e-07,-1.0804516784625283e-07,9.224180282187666e-08,8.014480276367543e-08
-1264.0625,-1.0588647197323703e-07,-1.0821736123874213e-07,9.226914989730267e-08,8.015005060289636e-08
-1264.5625,-1.0595402391203528e-07,-1.0806421333016152e-07,9.229645425303132e-08,8.015526480870087e-08
-1265.0625,-1.0671140035526757e-07,-1.0839956153673642e-07,9.232371586523199e-08,8.016044539122223e-08
-1265.5625,-1.0658424376458847e-07,-1.0817804795719592e-07,9.235093471010387e-08,8.016559236059379e-08
-1266.0625,-1.0750215540355312e-07,-1.0841286894262755e-07,9.237811076387554e-08,8.017070572694885e-08
-1266.5625,-1.0834297835941849e-07,-1.0837635654836247e-07,9.240524400280524e-08,8.017578550042069e-08
-1267.0625,-1.0886511510989445e-07,-1.0839248033325117e-07,9.243233440318093e-08,8.018083169114248e-08
-1267.5625,-1.0967971201893234e-07,-1.0856791109866939e-07,9.245938194132012e-08,8.01858443092477e-08
-1268.0625,-1.1023602210315332e-07,-1.0846016479521938e-07,9.248638659356995e-08,8.019082336486955e-08
-1268.5625,-1.1087021559916523e-07,-1.0868698946259189e-07,9.251334833630707e-08,8.019576886814134e-08
-1269.0625,-1.1079710055952478e-07,-1.085559207783566e-07,9.254026714593794e-08,8.020068082919631e-08
-1269.5625,-1.1086544722701476e-07,-1.0876378740015876e-07,9.256714299889828e-08,8.020555925816785e-08
-1270.0625,-1.1051417714526383e-07,-1.086641137317271e-07,9.259397587165378e-08,8.02104041651892e-08
-1270.5625,-1.1025350613437169e-07,-1.0880292602444394e-07,9.262076574069953e-08,8.02152155603936e-08
-1271.0625,-1.0958037093246426e-07,-1.0885443111723793e-07,9.26475125825604e-08,8.021999345391446e-08
-1271.5625,-1.0890167262971473e-07,-1.0878412616718246e-07,9.267421637379068e-08,8.022473785588496e-08
-1272.0625,-1.0857583386609957e-07,-1.0906015859684577e-07,9.270087709097438e-08,8.022944877643853e-08
-1272.5625,-1.0752361307823019e-07,-1.0882633103554793e-07,9.272749471072508e-08,8.023412622570827e-08
-1273.0625,-1.0751328160523751e-07,-1.0917236188977368e-07,9.275406920968595e-08,8.023877021382764e-08
-1273.5625,-1.0706664408047726e-07,-1.0898337572449004e-07,9.278060056452985e-08,8.02433807509299e-08
-1274.0625,-1.0705710733617632e-07,-1.0926794758300538e-07,9.280708875195914e-08,8.024795784714827e-08
-1274.5625,-1.070014763277542e-07,-1.0909884714524012e-07,9.283353374870592e-08,8.025250151261604e-08
-1275.0625,-1.0749818176009435e-07,-1.0940796026085007e-07,9.28599355315317e-08,8.025701175746664e-08
-1275.5625,-1.0765951168451844e-07,-1.0916456415815716e-07,9.28862940772279e-08,8.026148859183325e-08
-1276.0625,-1.0875464782174204e-07,-1.094779307556838e-07,9.291260936261525e-08,8.02659320258492e-08
-1276.5625,-1.0907730767059018e-07,-1.0938302699657047e-07,9.293888136454427e-08,8.027034206964772e-08
-1277.0625,-1.0987362581971793e-07,-1.0944185164667833e-07,9.296511005989485e-08,8.027471873336219e-08
-1277.5625,-1.1104823482611594e-07,-1.0969499130612542e-07,9.2991295425577e-08,8.02790620271259e-08
-1278.0625,-1.1112134986575641e-07,-1.094405636523247e-07,9.301743743852967e-08,8.028337196107206e-08
-1278.5625,-1.1193197313133556e-07,-1.0986431702319005e-07,9.304353607572199e-08,8.028764854533398e-08
-1279.0625,-1.1178097467990415e-07,-1.095220694110707e-07,9.306959131415241e-08,8.029189179004506e-08
-1279.5625,-1.1195660972077961e-07,-1.0999250494072133e-07,9.309560313084893e-08,8.029610170533849e-08
-1280.0625,-1.113851997914155e-07,-1.0962651842872557e-07,9.312157150286934e-08,8.030027830134759e-08
-1280.5625,-1.1168322305081963e-07,-1.1019714102615388e-07,9.314749640730103e-08,8.030442158820564e-08
-1281.0625,-1.1066199668192825e-07,-1.0982945439722948e-07,9.31733778212609e-08,8.030853157604596e-08
-1281.5625,-1.1054993993639233e-07,-1.1021978314386239e-07,9.319921572189553e-08,8.031260827500184e-08
-1282.0625,-1.0958354984723127e-07,-1.1020153198345776e-07,9.322501008638096e-08,8.031665169520657e-08
-1282.5625,-1.087594161938925e-07,-1.1002839792433216e-07,9.325076089192307e-08,8.032066184679338e-08
-1283.0625,-1.0905743945329659e-07,-1.1055953703483062e-07,9.327646811575716e-08,8.032463873989568e-08
-1283.5625,-1.0788203571820684e-07,-1.1004307509039583e-07,9.330213173514836e-08,8.032858238464668e-08
-1284.0625,-1.0860682828507759e-07,-1.1069383144655996e-07,9.332775172739104e-08,8.033249279117969e-08
-1284.5625,-1.0828178425015421e-07,-1.103160065347609e-07,9.33533280698096e-08,8.0336369969628e-08
-1285.0625,-1.0858060223825004e-07,-1.1069547282853482e-07,9.337886073975768e-08,8.034021393012494e-08
-1285.5625,-1.0918062240051696e-07,-1.1050303670260509e-07,9.340434971461882e-08,8.034402468280377e-08
-1286.0625,-1.1007151326396227e-07,-1.1072126071494567e-07,9.3429794971806e-08,8.034780223779772e-08
-1286.5625,-1.1020820659894226e-07,-1.1068693997090321e-07,9.345519648876188e-08,8.035154660524022e-08
-1287.0625,-1.1114916536996746e-07,-1.1074026724945696e-07,9.348055424295863e-08,8.035525779526448e-08
-1287.5625,-1.1236351081095269e-07,-1.1105201439495957e-07,9.350586821189828e-08,8.035893581800385e-08
-1288.0625,-1.125073567041584e-07,-1.1073497608983322e-07,9.35311383731121e-08,8.036258068359146e-08
-1288.5625,-1.135762667945544e-07,-1.1130581327016003e-07,9.355636470416123e-08,8.036619240216079e-08
-1289.0625,-1.1293253655424154e-07,-1.1080674720154677e-07,9.35815471826364e-08,8.036977098384508e-08
-1289.5625,-1.1329175392290996e-07,-1.1134014909293301e-07,9.36066857861578e-08,8.037331643877761e-08
-1290.0625,-1.129118736082562e-07,-1.1102239683045764e-07,9.363178049237538e-08,8.037682877709163e-08
-1290.5625,-1.127990221340285e-07,-1.1139386833823268e-07,9.365683127896872e-08,8.038030800892049e-08
-1291.0625,-1.1212429747473764e-07,-1.1129576661034234e-07,9.368183812364676e-08,8.038375414439751e-08
-1291.5625,-1.1183501623094275e-07,-1.1140925196472072e-07,9.37068010041484e-08,8.038716719365589e-08
-1292.0625,-1.1102041932190487e-07,-1.1155164945542426e-07,9.373171989824188e-08,8.039054716682896e-08
-1292.5,-1.0981878953998758e-07,-1.1131412865854104e-07,9.375659478372512e-08,8.039389407405007e-08
-1293.0,-1.100635659770448e-07,-1.1182943819010916e-07,9.378142563842569e-08,8.039720792545243e-08
-1293.5,-1.09379304573453e-07,-1.1135097214482502e-07,9.380621244020084e-08,8.04004887311694e-08
-1294.0,-1.0995071450281713e-07,-1.1210147269247449e-07,9.383095516693721e-08,8.040373650133419e-08
-1294.5,-1.0939837806205487e-07,-1.1156691390822061e-07,9.385565379655123e-08,8.040695124608019e-08
-1295.0,-1.1038145745374253e-07,-1.122026853762603e-07,9.388030830698888e-08,8.041013297554065e-08
-1295.5,-1.1035284722083971e-07,-1.118503746643568e-07,9.39049186762258e-08,8.041328169984883e-08
-1296.0,-1.1128506397625572e-07,-1.1213729963198747e-07,9.392948488226716e-08,8.041639742913808e-08
-1296.5,-1.1209727669921836e-07,-1.1221250232905104e-07,9.395400690314768e-08,8.041948017354169e-08
-1297.0,-1.1263769220960446e-07,-1.1212922339798088e-07,9.397848471693188e-08,8.042252994319294e-08
-1297.5,-1.138186590455364e-07,-1.1254201669374974e-07,9.400291830171382e-08,8.042554674822502e-08
-1298.0,-1.1393468943453104e-07,-1.1222394437724635e-07,9.402730763561707e-08,8.042853059877138e-08
-1298.5,-1.1474213378534322e-07,-1.1269151042637756e-07,9.405165269679484e-08,8.043148150496527e-08
-1299.0,-1.145641145583925e-07,-1.1234486849295788e-07,9.40759534634301e-08,8.043439947693996e-08
-1299.5,-1.1476835983217078e-07,-1.1274601016018365e-07,9.41002099137352e-08,8.043728452482867e-08
