potential,current,current_filtered_50Hz
-525.3125,-4.9997971455014316e-08,-5.092932455217691e-08
-525.8125,-4.9738095172813944e-08,-5.0650869567086754e-08
-526.3125,-4.985333083311687e-08,-5.0944789515392006e-08
-526.8125,-4.923662136832333e-08,-5.0612699977440536e-08
-527.3125,-4.9707100753835926e-08,-5.0925860987404145e-08
-527.8125,-4.9524313154734746e-08,-5.063751287338824e-08
-528.3125,-5.000671347062351e-08,-5.080455866707163e-08
-528.8125,-5.0394541072194694e-08,-5.0685192656323865e-08
-529.3125,-5.0587660144288556e-08,-5.0719741753180235e-08
-529.8125,-5.088329921761741e-08,-5.068365937770071e-08
-530.3125,-5.148014046511735e-08,-5.071569075050032e-08
-530.8125,-5.175511659246086e-08,-5.067761260617363e-08
-531.3125,-5.1887041555290405e-08,-5.0662499850669773e-08
-531.8125,-5.189260465613261e-08,-5.0692127092090017e-08
-532.3125,-5.1655775505992827e-08,-5.0567526165491253e-08
-532.8125,-5.177180589498749e-08,-5.069891375530899e-08
-533.3125,-5.1413383255010834e-08,-5.053372638528466e-08
-533.8125,-5.1167812089261866e-08,-5.067714022321719e-08
-534.3125,-5.0610707276349136e-08,-5.05508232098192e-08
-534.8125,-5.031029983086981e-08,-5.060495821970906e-08
-535.3125,-4.990339874069676e-08,-5.059837291286353e-08
-535.8125,-4.950762385220811e-08,-5.046991780286688e-08
-536.3125,-4.9478218890613585e-08,-5.0661006718174065e-08
-536.8125,-4.899184493126611e-08,-5.0378082214279406e-08
-537.3125,-4.9420998424808e-08,-5.0656505487700533e-08
-537.8125,-4.932404152441519e-08,-5.0426663597440006e-08
-538.3125,-4.9787368351702095e-08,-5.05513151897501e-08
-538.8125,-5.013704897606957e-08,-5.048677766286794e-08
-539.3125,-5.0343678435923065e-08,-5.0482765800936115e-08
-539.8125,-5.0810978906668696e-08,-5.0425432546476384e-08
-540.3125,-5.1237748214135346e-08,-5.052179339315699e-08
-540.8125,-5.118132247702152e-08,-5.03418781817277e-08
-541.3125,-5.182028434518389e-08,-5.052541950600282e-08
-541.8125,-5.171379070049017e-08,-5.0341562898033596e-08
-542.3125,-5.1541334574381656e-08,-5.0443546179067125e-08
-542.8125,-5.135059968836304e-08,-5.034526166724339e-08
-543.3125,-5.120754852384907e-08,-5.042685276543249e-08
-543.8125,-5.076567937123927e-08,-5.028438307381887e-08
-544.3125,-5.06242176641088e-08,-5.0487421480470756e-08
-544.8125,-4.9916114399764656e-08,-5.0211258675314416e-08
-545.3125,-4.980564711161221e-08,-5.048348360309088e-08
-545.8125,-4.913807501054704e-08,-5.021254387908447e-08
-546.3125,-4.92342371822481e-08,-5.039770737607659e-08
-546.8125,-4.910469640549378e-08,-5.028260720408608e-08
-547.3125,-4.9051449583146914e-08,-5.030423228673352e-08
-547.8125,-4.9231852996172863e-08,-5.032286218419165e-08
-548.3125,-4.94066933083566e-08,-5.023832188453118e-08
-548.8125,-4.9767500134408484e-08,-5.029164344563189e-08
-549.3125,-5.009651781279061e-08,-5.0226195807745066e-08
-549.8125,-5.063534386579321e-08,-5.024181898338398e-08
-550.3125,-5.0992971777078123e-08,-5.024894730177536e-08
-550.8125,-5.113284402682512e-08,-5.023278062876542e-08
-551.3125,-5.1438814573146646e-08,-5.023154313025392e-08
-551.8125,-5.161365488533038e-08,-5.024559503971961e-08
-552.3125,-5.143086728622921e-08,-5.017280476661144e-08
-552.8125,-5.129020030779048e-08,-5.0222904540746464e-08
-553.3125,-5.084833115518066e-08,-5.015080895922876e-08
-553.8125,-5.0584481229521586e-08,-5.0175902082849114e-08
-554.3125,-5.037705704097633e-08,-5.018200853380759e-08
-554.8125,-4.987478850779396e-08,-5.012732727810804e-08
-555.3125,-4.945994013070346e-08,-5.020329912540798e-08
-555.8125,-4.908641764558367e-08,-5.0042463938206844e-08
-556.3125,-4.904906539707168e-08,-5.0230707237670885e-08
-556.8125,-4.8549975778656295e-08,-4.9941148076539715e-08
-557.3125,-4.9010918419867954e-08,-5.028695848567657e-08
-557.8125,-4.889409330218156e-08,-4.9906715266895664e-08
-558.3125,-4.9525902612118244e-08,-5.027117784598522e-08
-558.8125,-4.93852356336795e-08,-4.994985776300121e-08
-559.3125,-5.01052598283998e-08,-5.0158981055178674e-08
-559.8125,-5.043507223547366e-08,-4.999557168602954e-08
-560.3125,-5.066713301346298e-08,-5.0106361218926946e-08
-560.8125,-5.0939724954731264e-08,-4.9955003537838576e-08
-561.3125,-5.1426893642770486e-08,-5.014231223331857e-08
-561.8125,-5.108754449139568e-08,-4.989107477730261e-08
-562.3125,-5.136013643266397e-08,-5.01125089845421e-08
-562.8125,-5.0989792862311154e-08,-4.993544265015767e-08
-563.3125,-5.077760030161544e-08,-5.000803489151758e-08
-563.8125,-5.057494448522065e-08,-5.0014196788601e-08
-564.3125,-5.005121827736119e-08,-4.995204605131538e-08
-564.8125,-4.97031271103772e-08,-4.99856848825962e-08
-565.3125,-4.926999997337659e-08,-4.9964907274538226e-08
-565.8125,-4.87979311304805e-08,-4.9899797016178364e-08
-566.3125,-4.8825746634691556e-08,-5.001535059605703e-08
-566.8125,-4.869700058662898e-08,-4.982159631531818e-08
-567.3125,-4.8826541363383296e-08,-5.0085133683960636e-08
-567.8125,-4.8538054848280135e-08,-4.97302508327089e-08
-568.3125,-4.934470447040055e-08,-5.0103699878380885e-08
-568.8125,-4.920244803457832e-08,-4.9695866785186215e-08
-569.3125,-4.9950287733509664e-08,-5.005880525250361e-08
-569.8125,-5.006631812250433e-08,-4.974302119234612e-08
-570.3125,-5.0609912547657404e-08,-4.999967315704586e-08
-570.8125,-5.0804621077134737e-08,-4.981164312218972e-08
-571.3125,-5.124172185759408e-08,-4.98863590030088e-08
-571.8125,-5.113284402682512e-08,-4.989622127019661e-08
-572.3125,-5.088409394630916e-08,-4.97439367849547e-08
-572.8125,-5.112330728252418e-08,-4.995991269214076e-08
-573.3125,-5.045176153800028e-08,-4.972564344043536e-08
-573.8125,-5.044222479369937e-08,-4.988889024145618e-08
-574.3125,-5.005042354866944e-08,-4.982430358576862e-08
-574.8125,-4.92270846240224e-08,-4.97330809785174e-08
-575.3125,-4.909992803334332e-08,-4.9918064584861326e-08
-575.8125,-4.88050836887062e-08,-4.9638635237785996e-08
-576.3125,-4.886627779797051e-08,-4.998048823616208e-08
-576.8125,-4.823287903065034e-08,-4.959791066580618e-08
-577.3125,-4.884005175114295e-08,-4.998377546778273e-08
-577.8125,-4.858732802716827e-08,-4.959595287805393e-08
-578.3125,-4.899979221818353e-08,-4.989475619114974e-08
-578.8125,-4.909277547511762e-08,-4.9656473777736083e-08
-579.3125,-4.974127408758093e-08,-4.979393416317694e-08
-579.8125,-5.00838021537227e-08,-4.970526638363716e-08
-580.3125,-5.0322220761245976e-08,-4.974899559778782e-08
-580.8125,-5.061785983457484e-08,-4.969582039353175e-08
-581.3125,-5.094846697034045e-08,-4.970782998145771e-08
-581.8125,-5.0958003714641376e-08,-4.973529904916325e-08
-582.3125,-5.093177766781382e-08,-4.9636682213803174e-08
-582.8125,-5.0989792862311154e-08,-4.979888549044563e-08
-583.3125,-5.030712091610283e-08,-4.962219596875273e-08
-583.8125,-5.028010014058353e-08,-4.971845981391432e-08
-584.3125,-4.9916909128456415e-08,-4.9732095013058335e-08
-584.8125,-4.910390167680204e-08,-4.9548717853238014e-08
-585.3125,-4.914920121223146e-08,-4.983671271178755e-08
-585.8125,-4.8549181049964556e-08,-4.949992476332293e-08
-586.3125,-4.867156926849317e-08,-4.9790038229194255e-08
-586.8125,-4.8268641821778834e-08,-4.957543834328859e-08
-587.3125,-4.837275128039733e-08,-4.967559793716708e-08
-587.8125,-4.859607004277746e-08,-4.962692027617581e-08
-588.3125,-4.8731173920373984e-08,-4.9624970341712175e-08
-588.8125,-4.908959656035064e-08,-4.9634123050167004e-08
-589.3125,-4.963954881503767e-08,-4.9606646286151514e-08
-589.8125,-4.996618230734455e-08,-4.964782557828851e-08
-590.3125,-5.014022789083653e-08,-4.957046161104841e-08
-590.8125,-5.0694948517674034e-08,-4.965195042950274e-08
-591.3125,-5.0788726503299855e-08,-4.954000967177539e-08
-591.8125,-5.088091503154218e-08,-4.964197629397905e-08
-592.3125,-5.079190541806684e-08,-4.9507955473156394e-08
-592.8125,-5.0703690533283224e-08,-4.964041776478726e-08
-593.3125,-5.019585889925863e-08,-4.949085542848503e-08
-593.8125,-5.020539564355957e-08,-4.9611374537927695e-08
-594.3125,-4.9722200598979075e-08,-4.952121078270956e-08
-594.8125,-4.9137280281855304e-08,-4.954087997004646e-08
-595.3125,-4.884005175114295e-08,-4.955962657112834e-08
-595.8125,-4.855871779426549e-08,-4.949602367178904e-08
-596.3125,-4.841725608713501e-08,-4.956758047663464e-08
-596.8125,-4.8189168952604404e-08,-4.94779838621409e-08
-597.3125,-4.8225726472424636e-08,-4.955544139154213e-08
-597.8125,-4.830360988421559e-08,-4.945993762218683e-08
-598.3125,-4.87709103549612e-08,-4.953079350530963e-08
-598.8125,-4.900138167556703e-08,-4.94752896564476e-08
-599.3125,-4.9319273152264725e-08,-4.949608711970399e-08
-599.8125,-4.983425734451501e-08,-4.9515779784621684e-08
-600.3125,-5.023241641907888e-08,-4.945826862353814e-08
-600.8125,-5.05542815392353e-08,-4.954350605032759e-08
-601.3125,-5.0536797508016926e-08,-4.94031284789228e-08
-601.8125,-5.0770447743389735e-08,-4.9557498107778787e-08
-602.3125,-5.063295967971798e-08,-4.9390360399305886e-08
-602.8125,-5.075057952609613e-08,-4.9528598712522815e-08
-603.3125,-5.027851068320004e-08,-4.945494788135286e-08
-603.8125,-4.989545145377932e-08,-4.944624201361638e-08
-604.3125,-4.9693590366076274e-08,-4.9486451000428035e-08
-604.8125,-4.905621795529738e-08,-4.941542334589855e-08
-605.3125,-4.871766353261434e-08,-4.9442498339929125e-08
-605.8125,-4.8497523685001175e-08,-4.941376129831409e-08
-606.3125,-4.813671685894928e-08,-4.946323867834252e-08
-606.8125,-4.802942848556381e-08,-4.932101568366279e-08
-607.3125,-4.842281918797722e-08,-4.957366385594573e-08
-607.8125,-4.806121763323358e-08,-4.9227394993247736e-08
-608.3125,-4.882813082076679e-08,-4.9598105210170985e-08
-608.8125,-4.875422105243457e-08,-4.925410747780466e-08
-609.3125,-4.9351857028626254e-08,-4.951366600034718e-08
-609.8125,-4.975557920403232e-08,-4.931499955486687e-08
-610.3125,-5.011718075877597e-08,-4.9431401726008866e-08
-610.8125,-5.0131485875227365e-08,-4.935159270790513e-08
-611.3125,-5.05884548729803e-08,-4.938412088050838e-08
-611.8125,-5.0823694565736595e-08,-4.938914714264715e-08
-612.3125,-5.058209704344635e-08,-4.93607091838097e-08
-612.8125,-5.048196122828657e-08,-4.93679924895994e-08
-613.3125,-5.016963285243108e-08,-4.9357658841399246e-08
-613.8125,-4.967690106354965e-08,-4.933586096515276e-08
-614.3125,-4.9545770829411835e-08,-4.935194110608155e-08
-614.8125,-4.9158737956532386e-08,-4.9363641775194216e-08
-615.3125,-4.8492755312850713e-08,-4.935724713292352e-08
-615.8125,-4.8393414226382686e-08,-4.934244349239011e-08
-616.3125,-4.8398182598533154e-08,-4.938853772850815e-08
-616.8125,-4.794757143031415e-08,-4.927560269915898e-08
-617.3125,-4.804770724547393e-08,-4.937956109062282e-08
-617.8125,-4.8160558719701616e-08,-4.9298381557575e-08
-618.3125,-4.8549181049964556e-08,-4.932986084013392e-08
-618.8125,-4.897674508612296e-08,-4.9326398417184276e-08
-619.3125,-4.9126948808862616e-08,-4.9308752870657446e-08
-619.8125,-4.947345051846312e-08,-4.9280380852412656e-08
-620.3125,-5.0039297346985016e-08,-4.931819318628223e-08
-620.8125,-5.020142200010085e-08,-4.9287343024868004e-08
-621.3125,-5.0505803089038895e-08,-4.9312372902334065e-08
-621.8125,-5.075852681301357e-08,-4.930606074930881e-08
-622.3125,-5.0511366189881115e-08,-4.932154642927821e-08
-622.8125,-5.025307936506423e-08,-4.922675065574833e-08
-623.3125,-5.025069517898899e-08,-4.936975658726716e-08
-623.8125,-4.9575175791006375e-08,-4.917503419493676e-08
-624.3125,-4.952828679819347e-08,-4.938113283103051e-08
-624.8125,-4.904350229622948e-08,-4.9208664425449316e-08
-625.3125,-4.858812275586002e-08,-4.9342379304369316e-08
-625.8125,-4.811764337034743e-08,-4.919468929443058e-08
-626.3125,-4.814625360325022e-08,-4.933787637094347e-08
-626.8125,-4.789035096450856e-08,-4.9164370161540004e-08
-627.3125,-4.8106517168663004e-08,-4.9349416793205116e-08
-627.8125,-4.8065191276692304e-08,-4.9214903380271074e-08
-628.3125,-4.854441267781409e-08,-4.929680828443974e-08
-628.8125,-4.891316679078342e-08,-4.92689970757699e-08
-629.3125,-4.906098632744785e-08,-4.9249890904808686e-08
-629.8125,-4.954100245726138e-08,-4.924507817919123e-08
-630.3125,-5.00226080444584e-08,-4.9275241405136544e-08
-630.8125,-5.009890199886584e-08,-4.919945529585016e-08
-631.3125,-5.045176153800028e-08,-4.928590694864978e-08
-631.8125,-5.0550307895776584e-08,-4.9198418784401864e-08
-632.3125,-5.0473219212677385e-08,-4.9248908828750486e-08
-632.8125,-5.019029579841644e-08,-4.921371633799608e-08
-633.3125,-5.0068702308579556e-08,-4.926236396975856e-08
-633.8125,-4.9841409902740713e-08,-4.917227844473481e-08
-634.3125,-4.9454377029861245e-08,-4.932898614359607e-08
-634.8125,-4.8658853609425265e-08,-4.9100948951524104e-08
-635.3125,-4.87009742300877e-08,-4.9342536141318796e-08
-635.8125,-4.812400119988138e-08,-4.91231550582796e-08
-636.3125,-4.809777515305381e-08,-4.9281821010139954e-08
-636.8125,-4.801591809780416e-08,-4.920102455941866e-08
-637.3125,-4.78998877088095e-08,-4.9226570809533796e-08
-637.8125,-4.8057243989774866e-08,-4.920711024915886e-08
-638.3125,-4.846891345209838e-08,-4.923138890269133e-08
-638.8125,-4.8685079656252816e-08,-4.918618586220537e-08
-639.3125,-4.905860214137261e-08,-4.924831767263952e-08
-639.8125,-4.951795532520079e-08,-4.9226408422330275e-08
-640.3125,-5.00353237035263e-08,-4.922447311430218e-08
-640.8125,-5.0280894869275276e-08,-4.926099298577875e-08
-641.3125,-5.02634108380569e-08,-4.921442072384746e-08
-641.8125,-5.0548718438393086e-08,-4.922066040769394e-08
-642.3125,-5.0590839059055525e-08,-4.9278873242925334e-08
-642.8125,-5.0173606495889804e-08,-4.91586991444101e-08
-643.3125,-5.020221672879259e-08,-4.931326142850449e-08
-643.8125,-4.968007997831662e-08,-4.916346207029197e-08
-644.3125,-4.9260463229075664e-08,-4.922820046621606e-08
-644.8125,-4.886627779797051e-08,-4.9256260129048075e-08
-645.3125,-4.849196058415896e-08,-4.9134081861670925e-08
-645.8125,-4.8481629111166286e-08,-4.933444865016324e-08
-646.3125,-4.788319840628287e-08,-4.913718882601199e-08
-646.8125,-4.8038965229864734e-08,-4.930263062146309e-08
-647.3125,-4.803419685771428e-08,-4.917720760204262e-08
-647.8125,-4.80794963931437e-08,-4.925628947749028e-08
-648.3125,-4.832506755889267e-08,-4.9180825766054185e-08
-648.8125,-4.8843230665909923e-08,-4.926271613604939e-08
-649.25,-4.9048270668379945e-08,-4.9206581498155535e-08
-649.75,-4.9533055170343936e-08,-4.921806584448532e-08
-650.25,-4.9965387578652807e-08,-4.926135034394951e-08
-650.75,-5.0048039362594206e-08,-4.914466553451118e-08
-651.25,-5.045414572407552e-08,-4.9274983765634716e-08
-651.75,-5.0338115335080865e-08,-4.917137373867147e-08
-652.25,-5.045970882491773e-08,-4.924997945427416e-08
-652.75,-5.052964494979123e-08,-4.923139022660251e-08
-653.25,-5.003611843221805e-08,-4.923432621591791e-08
-653.75,-4.9540207728569634e-08,-4.922724000813083e-08
-654.25,-4.9467887417620896e-08,-4.92276802383805e-08
-654.75,-4.9041118110154246e-08,-4.923591161296283e-08
-655.25,-4.838785112554047e-08,-4.923955928340837e-08
-655.75,-4.832347810150919e-08,-4.925030837110692e-08
-656.25,-4.8318709729358724e-08,-4.92863394825449e-08
-656.75,-4.7869688018523225e-08,-4.9197073329352794e-08
-657.25,-4.791578228264439e-08,-4.933941106461597e-08
-657.75,-4.807870166445196e-08,-4.9128604416390884e-08
-658.25,-4.867077453980143e-08,-4.9384196081101986e-08
-658.75,-4.8560307251648964e-08,-4.9130734764358984e-08
-659.25,-4.925966850038391e-08,-4.938889872777111e-08
-659.75,-4.9553718116329286e-08,-4.918776321597679e-08
-660.25,-5.002578695922537e-08,-4.933082978445971e-08
-660.75,-5.013784370476131e-08,-4.9238674170546177e-08
-661.25,-5.0326989133396444e-08,-4.926214550408846e-08
-661.75,-5.054156588016738e-08,-4.9276051484431745e-08
-662.25,-5.053520805063344e-08,-4.926369795518652e-08
-662.75,-5.037149394013412e-08,-4.930903555717645e-08
-663.25,-5.0102080913632825e-08,-4.930231094853673e-08
-663.75,-4.992565114406559e-08,-4.9318668441370876e-08
-664.25,-4.956166540324673e-08,-4.929339764862261e-08
-664.75,-4.896323469836331e-08,-4.931495486050434e-08
-665.25,-4.8472092366865363e-08,-4.9269985896992415e-08
-665.75,-4.840533515675884e-08,-4.934158421675779e-08
-666.25,-4.8188374223912665e-08,-4.9306788136777495e-08
-666.75,-4.8110490812121726e-08,-4.934944726312469e-08
-667.25,-4.8120027556422655e-08,-4.9346847691132853e-08
-667.75,-4.8185990037837434e-08,-4.9325810524604496e-08
-668.25,-4.844348213396256e-08,-4.9318293509188294e-08
-668.75,-4.878839438617957e-08,-4.936545338672427e-08
-669.25,-4.916906942952507e-08,-4.9286437640850086e-08
-669.75,-4.9827899514981055e-08,-4.94289381760247e-08
-670.25,-4.995902974911885e-08,-4.932501961265909e-08
-670.75,-5.035003626545703e-08,-4.939081653426859e-08
-671.25,-5.0590839059055525e-08,-4.941980916141282e-08
-671.75,-5.050262417427191e-08,-4.928030630622335e-08
-672.25,-5.079905797629253e-08,-4.952039180915497e-08
-672.75,-5.0324604947321207e-08,-4.921163977743489e-08
-673.25,-5.0357188823682716e-08,-4.9577585945852244e-08
-673.75,-4.969676928084325e-08,-4.923071754620895e-08
-674.25,-4.9827104786289316e-08,-4.955387804366977e-08
-674.75,-4.9048270668379945e-08,-4.930341164003168e-08
-675.25,-4.87494526802841e-08,-4.9495947827844225e-08
-675.75,-4.849831841369292e-08,-4.935802325445827e-08
-676.25,-4.8295662597298136e-08,-4.9467733751579747e-08
-676.75,-4.794757143031415e-08,-4.940119966055441e-08
-677.25,-4.823605794541732e-08,-4.9455569559919114e-08
-677.75,-4.845142942088001e-08,-4.944540651642783e-08
-678.25,-4.853408120482141e-08,-4.946521568199911e-08
-678.75,-4.893382973676877e-08,-4.9427832927937164e-08
-679.25,-4.941781951004102e-08,-4.9539736896110977e-08
-679.75,-4.961252803951836e-08,-4.9380606359599676e-08
-680.25,-5.040566727387912e-08,-4.960102332472886e-08
-680.75,-5.0331757505546905e-08,-4.9395639537781326e-08
-681.25,-5.056858665568669e-08,-4.9579504121144014e-08
-681.75,-5.077918975899892e-08,-4.9443285855804215e-08
-682.25,-5.091508836528719e-08,-4.956285009254058e-08
-682.75,-5.047004029791041e-08,-4.9480520843155744e-08
-683.25,-5.0364341381908415e-08,-4.957633560176502e-08
-683.75,-5.01879116123412e-08,-4.9540983234942804e-08
-684.25,-4.979849455338652e-08,-4.9538938752823764e-08
-684.75,-4.925092648477473e-08,-4.9619919502873986e-08
-685.25,-4.868587438494456e-08,-4.9465906856164714e-08
-685.75,-4.87979311304805e-08,-4.96886414082256e-08
-686.25,-4.833301484581011e-08,-4.9460947911620164e-08
-686.75,-4.8394208955074425e-08,-4.970809667564375e-08
-687.25,-4.8237647402800795e-08,-4.9552662892731194e-08
-687.75,-4.862388554698852e-08,-4.963035946452235e-08
-688.25,-4.889329857348981e-08,-4.968654233921956e-08
-688.75,-4.891157733339993e-08,-4.951963563043587e-08
-689.25,-4.962285951251104e-08,-4.976300297193777e-08
-689.75,-4.976114230487454e-08,-4.953722511464403e-08
-690.25,-5.0423151305097495e-08,-4.972193451869284e-08
-690.75,-5.064329115271065e-08,-4.967418973206773e-08
-691.25,-5.074899006871263e-08,-4.965181566700551e-08
-691.75,-5.1122512553832443e-08,-4.972447248527582e-08
-692.25,-5.094369859818998e-08,-4.969623428815305e-08
-692.75,-5.0672696114305186e-08,-4.962967527393473e-08
-693.25,-5.0692564331598803e-08,-4.9842613497525115e-08
-693.75,-5.002578695922537e-08,-4.9533153574204293e-08
-694.25,-5.0144201534295264e-08,-4.9942991181054636e-08
-694.75,-4.92612579577674e-08,-4.954087448788563e-08
-695.25,-4.9231852996172863e-08,-4.993780961216232e-08
-695.75,-4.8687463842328046e-08,-4.962881066670101e-08
-696.25,-4.88193888051576e-08,-4.987856085724141e-08
-696.75,-4.842281918797722e-08,-4.97230268699726e-08
-697.25,-4.844109794788733e-08,-4.982957501894575e-08
-697.75,-4.8786010200104335e-08,-4.9782513305728294e-08
-698.25,-4.906495997090657e-08,-4.982699394338856e-08
-698.75,-4.9093570203809367e-08,-4.98102018134483e-08
-699.25,-4.9631601528120224e-08,-4.986989941901856e-08
-699.75,-5.030235254395238e-08,-4.979724157863329e-08
-700.25,-5.0633754408409723e-08,-4.993642959848317e-08
-700.75,-5.0492292701279244e-08,-4.9767588720317136e-08
-701.25,-5.111059162345627e-08,-4.998171568854713e-08
-701.75,-5.115907007365267e-08,-4.980582858476239e-08
-702.25,-5.132278418415199e-08,-4.997898698494848e-08
-702.75,-5.103191348297358e-08,-4.987727149079493e-08
-703.25,-5.0744221696562165e-08,-4.997611420212035e-08
-703.75,-5.0427919677247956e-08,-4.990360159121899e-08
-704.25,-5.0222879674777935e-08,-4.998948724805992e-08
-704.75,-4.9631601528120224e-08,-4.993651698732369e-08
-705.25,-4.9307352221888565e-08,-4.995351630187519e-08
-705.75,-4.91015174907268e-08,-5.002768234759126e-08
-706.25,-4.868587438494456e-08,-4.991445621609972e-08
-706.75,-4.87979311304805e-08,-5.008395400942821e-08
-707.25,-4.8658853609425265e-08,-4.996400734073446e-08
-707.75,-4.9002176404258783e-08,-5.003805808044105e-08
-708.25,-4.9319273152264725e-08,-5.006026668192115e-08
-708.75,-4.931768369488124e-08,-4.9979806933874894e-08
-709.25,-4.9856509747883837e-08,-5.0149245904623654e-08
-709.75,-5.0334141691622136e-08,-4.9973839566817335e-08
-710.25,-5.1001713792687314e-08,-5.0218971070133225e-08
-710.75,-5.0906346349677995e-08,-4.99837340581062e-08
-711.25,-5.134583131621257e-08,-5.022266421685771e-08
-711.75,-5.121867472553349e-08,-5.0013883068610436e-08
-712.25,-5.1412588526319095e-08,-5.0199205732277586e-08
-712.75,-5.1252848059278496e-08,-5.0068671142490577e-08
-713.25,-5.1141586042434295e-08,-5.023811699566804e-08
-713.75,-5.065044371093635e-08,-5.0073529423263265e-08
-714.25,-5.042553549117273e-08,-5.029415587685721e-08
-714.75,-4.97031271103772e-08,-5.008560293869344e-08
-715.25,-4.97031271103772e-08,-5.0265192901073426e-08
-715.75,-4.930814695058031e-08,-5.02065791961535e-08
-716.25,-4.894495593845319e-08,-5.018827015707106e-08
-716.75,-4.905065485445518e-08,-5.031473535558999e-08
-717.25,-4.8902040589099003e-08,-5.0202668839372715e-08
-717.75,-4.9266026329917865e-08,-5.02883696986398e-08
-718.25,-4.9521134239967776e-08,-5.031289305048636e-08
-718.75,-4.9571202147547666e-08,-5.022675509338839e-08
-719.25,-5.027374231104958e-08,-5.039587414267614e-08
-719.75,-5.057017611307018e-08,-5.023575368197633e-08
-720.25,-5.094687751295696e-08,-5.039753320610567e-08
-720.75,-5.112648619729116e-08,-5.0285978641636355e-08
-721.25,-5.160173395495422e-08,-5.039763896885126e-08
-721.75,-5.164941767645888e-08,-5.033274386712436e-08
-722.25,-5.164305984692493e-08,-5.04356869900018e-08
-722.75,-5.152305581447153e-08,-5.0361159438444044e-08
-723.25,-5.140702542547689e-08,-5.04558751055581e-08
-723.75,-5.0881709760233936e-08,-5.0411397937798005e-08
-724.25,-5.0601170532048214e-08,-5.0425762942547004e-08
-724.75,-5.027294758235783e-08,-5.0488962208996464e-08
-725.25,-4.963239625681196e-08,-5.043497323188936e-08
-725.75,-4.9583917806615565e-08,-5.0493169986030556e-08
-726.25,-4.9533055170343936e-08,-5.0553159781395064e-08
-726.75,-4.9145227568772735e-08,-5.041365130775359e-08
-727.25,-4.934311501301706e-08,-5.0677889528053726e-08
-727.75,-4.9180195631209495e-08,-5.038510646590985e-08
-728.25,-4.9981282152487695e-08,-5.070960639783235e-08
-728.75,-5.000512401324002e-08,-5.044404150150075e-08
-729.25,-5.037944122705157e-08,-5.067751445134366e-08
-729.75,-5.0681438129914376e-08,-5.053313087114082e-08
-730.25,-5.1343447130137333e-08,-5.06260650601231e-08
-730.75,-5.159696558280375e-08,-5.06582893509171e-08
-731.25,-5.170425395618922e-08,-5.057305335438108e-08
-731.75,-5.2102413030753094e-08,-5.073294025340473e-08
-732.25,-5.179087938358936e-08,-5.062508972585789e-08
-732.75,-5.178690574013063e-08,-5.0666535800093154e-08
-733.25,-5.169392248319655e-08,-5.078941388472126e-08
-733.75,-5.103350294035708e-08,-5.059126206282903e-08
-734.25,-5.116701736057011e-08,-5.0869337479024464e-08
-734.75,-5.043109859201494e-08,-5.064761341504249e-08
-735.25,-5.0079828510263984e-08,-5.082055525295173e-08
-735.75,-4.988273579471142e-08,-5.073848820040802e-08
-736.25,-4.9693590366076274e-08,-5.0814108264013277e-08
-736.75,-4.9444045556868577e-08,-5.0770180644878676e-08
-737.25,-4.959663346568348e-08,-5.084919673762172e-08
-737.75,-4.964670137326336e-08,-5.080583911349749e-08
-738.25,-4.9939161531825256e-08,-5.0857209593587554e-08
-738.75,-5.0280894869275276e-08,-5.0833613657090576e-08
-739.25,-5.067984867253089e-08,-5.094437789894928e-08
-739.75,-5.114953332935174e-08,-5.0787474832985265e-08
-740.25,-5.1856047136312387e-08,-5.1081923786938295e-08
-740.75,-5.1554844962141314e-08,-5.0768942336550566e-08
-741.25,-5.234480528173509e-08,-5.10890842443844e-08
-741.75,-5.223115907881566e-08,-5.086972732380478e-08
-742.25,-5.2097644658602627e-08,-5.1031706509197955e-08
-742.75,-5.210161830206136e-08,-5.093693654787947e-08
-743.25,-5.1999098300826345e-08,-5.1069463870720665e-08
-743.75,-5.1342652401445594e-08,-5.091830647508305e-08
-744.25,-5.13140421685428e-08,-5.113003351785861e-08
-744.75,-5.0756937355630084e-08,-5.0974768067527945e-08
-745.25,-5.052487657764076e-08,-5.112898787965139e-08
-745.75,-5.021970076001097e-08,-5.106847136282397e-08
-746.25,-4.99526719195849e-08,-5.1142752529802416e-08
-746.75,-4.9787368351702095e-08,-5.105392462303678e-08
-747.25,-4.9940750989208734e-08,-5.122225311122391e-08
-747.75,-4.976432121964152e-08,-5.102852030297534e-08
-748.25,-5.04303038633232e-08,-5.128489740584743e-08
-748.75,-5.063772805186845e-08,-5.1101904465104057e-08
-749.25,-5.117178573272058e-08,-5.128536007984507e-08
-749.75,-5.1463451162590724e-08,-5.117245135377243e-08
-750.25,-5.1817900159108656e-08,-5.1275008920486046e-08
-750.75,-5.203565582064658e-08,-5.1203004717371235e-08
-751.25,-5.248706171755732e-08,-5.1291744073528275e-08
-751.75,-5.257925024579965e-08,-5.12718231071038e-08
-752.25,-5.256017675719778e-08,-5.131409719495462e-08
-752.75,-5.246639877157196e-08,-5.135061889744868e-08
-753.25,-5.21922173729202e-08,-5.133962992249645e-08
-753.75,-5.201578760335297e-08,-5.138194539469552e-08
-754.25,-5.164385457561667e-08,-5.135490438580835e-08
-754.75,-5.108039193316999e-08,-5.1418314929813337e-08
-755.25,-5.059560743120599e-08,-5.135990823605605e-08
-755.75,-5.055904991138576e-08,-5.146305613394588e-08
