potential,current,current_filtered_()Hz,current_filtered_50Hz,current_filtered_59Hz,basecurrent_4
-1154.375,-6.668886343902706e-08,-6.413002018378901e-08,-6.413002018378898e-08,-6.491929563742727e-08,5.449508118867429e-08
-1154.875,-6.519636295593138e-08,-6.435522894042782e-08,-6.435522894042777e-08,-6.452078239457827e-08,5.453539090382365e-08
-1155.375,-6.305615858906411e-08,-6.454588934748888e-08,-6.454588934748888e-08,-6.401049339146492e-08,5.457568489229868e-08
-1155.875,-5.997499545117165e-08,-6.406061858913185e-08,-6.40606185891318e-08,-6.321162765527523e-08,5.4615963115432064e-08
-1156.375,-5.9374975288904736e-08,-6.473696237093231e-08,-6.473696237093222e-08,-6.31069303821486e-08,5.465622553458493e-08
-1156.875,-5.7536767824900284e-08,-6.411282798258758e-08,-6.41128279825875e-08,-6.245494271162645e-08,5.469647211114709e-08
-1157.375,-5.756617278649483e-08,-6.470540262616709e-08,-6.470540262616705e-08,-6.276157943721514e-08,5.4736702806537004e-08
-1157.875,-5.766551387296286e-08,-6.443916970660088e-08,-6.443916970660082e-08,-6.26012250331048e-08,5.477691758220171e-08
-1158.375,-5.866607729586887e-08,-6.460988965266237e-08,-6.460988965266237e-08,-6.300611538638272e-08,5.481711639961698e-08
-1158.875,-6.012440444521956e-08,-6.463741746889014e-08,-6.463741746889013e-08,-6.341740822634613e-08,5.4857299220287077e-08
-1159.375,-6.170035144094843e-08,-6.447243177306381e-08,-6.447243177306378e-08,-6.36981257003021e-08,5.489746600574492e-08
-1159.875,-6.396532821241952e-08,-6.486334743387768e-08,-6.486334743387762e-08,-6.471575169571867e-08,5.493761671755211e-08
-1160.375,-6.602367552403714e-08,-6.431644422276673e-08,-6.431644422276665e-08,-6.479060057735901e-08,5.497775131729885e-08
-1160.875,-6.930113664879044e-08,-6.5243132908565e-08,-6.524313290856491e-08,-6.613670587040566e-08,5.501786976660406e-08
-1161.375,-6.961902812548812e-08,-6.42352157836451e-08,-6.423521578364503e-08,-6.581812635208359e-08,5.505797202711496e-08
-1161.875,-7.192930443238868e-08,-6.536306867237726e-08,-6.536306867237728e-08,-6.699013450373873e-08,5.509805806050782e-08
-1162.375,-7.122994318365374e-08,-6.432069973863293e-08,-6.432069973863298e-08,-6.632505910211062e-08,5.513812782848729e-08
-1162.875,-7.203341389100718e-08,-6.518377043567509e-08,-6.518377043567514e-08,-6.699119770569684e-08,5.517818129278668e-08
-1163.375,-7.072449573570439e-08,-6.460514191314761e-08,-6.460514191314772e-08,-6.629638470074368e-08,5.521821841516798e-08
-1163.875,-6.947359277489894e-08,-6.50512733709913e-08,-6.505127337099142e-08,-6.623850890471027e-08,5.5258239157421666e-08
-1164.375,-6.768386376109089e-08,-6.503164206193683e-08,-6.50316420619369e-08,-6.579306840892802e-08,5.529824348136704e-08
-1164.875,-6.582101970764235e-08,-6.481913751076309e-08,-6.481913751076317e-08,-6.497876927011695e-08,5.533823134885189e-08
-1165.375,-6.379605100107798e-08,-6.547062005878332e-08,-6.547062005878332e-08,-6.492440260392767e-08,5.537820272175271e-08
-1165.875,-6.039222801433738e-08,-6.445220879202684e-08,-6.445220879202683e-08,-6.364750464538991e-08,5.5418157561974465e-08
-1166.375,-6.05217687910917e-08,-6.570753727023106e-08,-6.570753727023104e-08,-6.404778748005003e-08,5.545809583145099e-08
-1166.875,-5.7706839764933564e-08,-6.449904225763187e-08,-6.449904225763181e-08,-6.28921778819158e-08,5.549801749214457e-08
-1167.375,-5.849600535583558e-08,-6.563849165002493e-08,-6.563849165002493e-08,-6.366657381608461e-08,5.5537922506046175e-08
-1167.875,-5.828858116729034e-08,-6.493215557526221e-08,-6.49321555752622e-08,-6.305049003392493e-08,5.557781083517534e-08
-1168.375,-5.93940487775066e-08,-6.545014918022798e-08,-6.5450149180228e-08,-6.387510153215323e-08,5.561768244158034e-08
-1168.875,-6.080230801927742e-08,-6.515739874355626e-08,-6.515739874355625e-08,-6.389862266406495e-08,5.5657537287337963e-08
-1169.375,-6.263733656851488e-08,-6.530301465994903e-08,-6.530301465994908e-08,-6.453513374828629e-08,5.569737533455366e-08
-1169.875,-6.417831550180699e-08,-6.532417424053612e-08,-6.532417424053612e-08,-6.523011567283835e-08,5.5737196545361555e-08
-1170.375,-6.687244576682e-08,-6.51514830407995e-08,-6.51514830407996e-08,-6.557365642351929e-08,5.577700088192432e-08
-1170.875,-6.99559930907877e-08,-6.57637439059093e-08,-6.576374390590935e-08,-6.67115744868331e-08,5.5816788306433294e-08
-1171.375,-7.027070565271842e-08,-6.497282185292567e-08,-6.497282185292574e-08,-6.654681308625864e-08,5.585655878110847e-08
-1171.875,-7.248720397399313e-08,-6.603661608492238e-08,-6.603661608492238e-08,-6.763931331847924e-08,5.5896312268198365e-08
-1172.375,-7.194281482014833e-08,-6.491423883723596e-08,-6.491423883723596e-08,-6.698696636535546e-08,5.593604872998028e-08
-1172.875,-7.293304677006166e-08,-6.592318963575183e-08,-6.59231896357518e-08,-6.766172206243365e-08,5.597576812875998e-08
-1173.375,-7.113298628326093e-08,-6.514998918061809e-08,-6.514998918061802e-08,-6.687852508044428e-08,5.601547042687198e-08
-1173.875,-7.009189169707596e-08,-6.572292309548446e-08,-6.572292309548442e-08,-6.691644579698496e-08,5.6055155586679346e-08
-1174.375,-6.82751419077486e-08,-6.563530065897322e-08,-6.56353006589732e-08,-6.635400753043044e-08,5.609482357057387e-08
-1174.875,-6.643216607159369e-08,-6.544861023164028e-08,-6.544861023164033e-08,-6.567469572437832e-08,5.613447434097571e-08
-1175.375,-6.461700573964982e-08,-6.60408665842421e-08,-6.604086658424216e-08,-6.545452790596172e-08,5.6174107860334e-08
-1175.875,-6.098589034707032e-08,-6.516987023775892e-08,-6.516987023775902e-08,-6.431224345902626e-08,5.621372409112629e-08
-1176.375,-6.062667297840194e-08,-6.615125335591017e-08,-6.61512533559102e-08,-6.456367484718781e-08,5.625332299585871e-08
-1176.875,-5.8668461481944096e-08,-6.525937746930659e-08,-6.52593774693066e-08,-6.354510484452157e-08,5.629290453706624e-08
-1177.375,-5.912384102231356e-08,-6.614778872288897e-08,-6.614778872288897e-08,-6.424090936657554e-08,5.633246867731226e-08
-1177.875,-5.8933106136294936e-08,-6.551244199481965e-08,-6.551244199481964e-08,-6.366444880135879e-08,5.637201537918884e-08
-1178.375,-6.011804661568564e-08,-6.614762563924904e-08,-6.614762563924905e-08,-6.447059036000441e-08,5.6411544605316865e-08
-1178.875,-6.095807484285928e-08,-6.560174410754964e-08,-6.560174410754968e-08,-6.445526281570215e-08,5.645105631834546e-08
-1179.375,-6.347577533830507e-08,-6.59765964669384e-08,-6.597659646693845e-08,-6.513635585654584e-08,5.649055048095274e-08
-1179.875,-6.494920233279891e-08,-6.58807845910626e-08,-6.588078459106262e-08,-6.579199942747346e-08,5.6530027055845196e-08
-1180.375,-6.719033724351772e-08,-6.563674601806028e-08,-6.563674601806028e-08,-6.61509164592933e-08,5.656948600575817e-08
-1180.875,-7.04876665855646e-08,-6.638693094357901e-08,-6.638693094357899e-08,-6.726045487083682e-08,5.660892729345548e-08
-1181.375,-7.058780240072437e-08,-6.544180342506449e-08,-6.544180342506437e-08,-6.706573308681885e-08,5.6648350881729486e-08
-1181.875,-7.309596615186924e-08,-6.656118514974708e-08,-6.656118514974696e-08,-6.818536272663096e-08,5.6687756733401425e-08
-1182.375,-7.273356986843385e-08,-6.548957636111676e-08,-6.548957636111659e-08,-6.749263715280408e-08,5.672714481132096e-08
-1182.875,-7.319292305226205e-08,-6.642997054131508e-08,-6.642997054131492e-08,-6.824301632461496e-08,5.676651507836648e-08
-1183.375,-7.165512303373691e-08,-6.56813636541745e-08,-6.568136365417433e-08,-6.735802549136168e-08,5.680586749744487e-08
-1183.875,-7.102649263856722e-08,-6.635646023554957e-08,-6.635646023554945e-08,-6.752984607750032e-08,5.684520203149182e-08
-1184.375,-6.862959090426655e-08,-6.602765168252129e-08,-6.602765168252113e-08,-6.677532005179483e-08,5.688451864347148e-08
-1184.875,-6.698291305497245e-08,-6.616528693161897e-08,-6.616528693161888e-08,-6.632478071102716e-08,5.6923817296376774e-08
-1185.375,-6.492853938681356e-08,-6.639416848013363e-08,-6.639416848013354e-08,-6.585383758571066e-08,5.69630979532292e-08
-1185.875,-6.178856632573201e-08,-6.587785406732104e-08,-6.587785406732096e-08,-6.499063858484801e-08,5.700236057707883e-08
-1186.375,-6.113450461242652e-08,-6.65422065280877e-08,-6.654220652808758e-08,-6.496792327774541e-08,5.704160513100434e-08
-1186.875,-5.932649683870834e-08,-6.589687328198304e-08,-6.589687328198295e-08,-6.418369630714698e-08,5.7080831578113105e-08
-1187.375,-5.938769094797263e-08,-6.657920468130029e-08,-6.657920468130021e-08,-6.464671217727579e-08,5.7120039881541116e-08
-1187.875,-5.9419480095642426e-08,-6.608379301550647e-08,-6.608379301550644e-08,-6.425091323887753e-08,5.7159230004453054e-08
-1188.375,-6.07140931344938e-08,-6.660086201847361e-08,-6.660086201847361e-08,-6.492646153678213e-08,5.719840191004208e-08
-1188.875,-6.14595486473499e-08,-6.615008289988308e-08,-6.615008289988314e-08,-6.502362673343379e-08,5.7237555561530023e-08
-1189.375,-6.373883053527242e-08,-6.642432736743557e-08,-6.642432736743567e-08,-6.563344413808028e-08,5.727669092216741e-08
-1189.875,-6.54840547423428e-08,-6.640970395428817e-08,-6.64097039542883e-08,-6.629646261765503e-08,5.731580795523337e-08
-1190.375,-6.771406345137717e-08,-6.616338373352245e-08,-6.616338373352261e-08,-6.667553901524969e-08,5.735490662403555e-08
-1190.875,-7.100106132043137e-08,-6.686800634511806e-08,-6.686800634511822e-08,-6.773332223503135e-08,5.739398689191048e-08
-1191.375,-7.134279465788141e-08,-6.609118833615893e-08,-6.609118833615904e-08,-6.768230286102053e-08,5.743304872222289e-08
-1191.875,-7.357041918084058e-08,-6.698771198533842e-08,-6.698771198533853e-08,-6.864597767735585e-08,5.7472092078366644e-08
-1192.375,-7.36053872432773e-08,-6.614736432516568e-08,-6.614736432516573e-08,-6.812625095294771e-08,5.751111692376381e-08
-1192.875,-7.367293918207557e-08,-6.68170717927807e-08,-6.681707179278067e-08,-6.86187577996161e-08,5.7550123221865344e-08
-1193.375,-7.1953146293141e-08,-6.629290723161793e-08,-6.629290723161787e-08,-6.798505588277898e-08,5.758911093615065e-08
-1193.875,-7.125140085833082e-08,-6.671320297815308e-08,-6.671320297815303e-08,-6.78681984142633e-08,5.762808003012791e-08
-1194.375,-6.95538603727651e-08,-6.666205477479e-08,-6.666205477478996e-08,-6.746424079145407e-08,5.766703046733386e-08
-1194.875,-6.744465042487585e-08,-6.645135854054393e-08,-6.645135854054391e-08,-6.659495041273426e-08,5.770596221133388e-08
-1195.375,-6.541411861746931e-08,-6.708295493558166e-08,-6.708295493558165e-08,-6.654195243222478e-08,5.774487522572192e-08
-1195.875,-6.175200880591179e-08,-6.602482047537353e-08,-6.602482047537353e-08,-6.515382218934334e-08,5.778376947412053e-08
-1196.375,-6.185691299322204e-08,-6.731335449884514e-08,-6.731335449884522e-08,-6.566377250455535e-08,5.7822644920181065e-08
-1196.875,-5.945285870069567e-08,-6.597060966478077e-08,-6.597060966478089e-08,-6.437730050978385e-08,5.7861501527583334e-08
-1197.375,-6.034692847890795e-08,-6.733944489489706e-08,-6.733944489489718e-08,-6.532660596715901e-08,5.790033926003592e-08
-1197.875,-5.936146490114509e-08,-6.627711548105182e-08,-6.627711548105191e-08,-6.452258051993768e-08,5.7939158081275807e-08
-1198.375,-6.108443670484662e-08,-6.714144187860429e-08,-6.714144187860437e-08,-6.54591974560157e-08,5.797795795506883e-08
-1198.875,-6.215096260916741e-08,-6.659612111929714e-08,-6.659612111929716e-08,-6.538284632335067e-08,5.8016738845209284e-08
-1199.375,-6.417672604442352e-08,-6.675504656417744e-08,-6.675504656417741e-08,-6.603953521585684e-08,5.805550071552028e-08
-1199.875,-6.605943831516563e-08,-6.698151193156756e-08,-6.698151193156747e-08,-6.676874616746229e-08,5.809424352985329e-08
-1200.375,-6.79373822137573e-08,-6.645584987900082e-08,-6.645584987900073e-08,-6.70083601968628e-08,5.813296725208871e-08
-1200.875,-7.163446008775157e-08,-6.735993198741269e-08,-6.735993198741263e-08,-6.82325266493999e-08,5.8171671846135315e-08
-1201.375,-7.178307435310773e-08,-6.638856907531768e-08,-6.638856907531765e-08,-6.792952208631656e-08,5.821035727593062e-08
-1201.875,-7.370631778712883e-08,-6.743013343216977e-08,-6.743013343216977e-08,-6.912334661006091e-08,5.8249023505440705e-08
-1202.375,-7.361810290234522e-08,-6.638338431661314e-08,-6.638338431661314e-08,-6.835583122554108e-08,5.828767049866048e-08
-1202.875,-7.433256399622329e-08,-6.735451804429316e-08,-6.735451804429319e-08,-6.914451039432593e-08,5.8326298219613115e-08
-1203.375,-7.229408490189928e-08,-6.648926678597473e-08,-6.648926678597474e-08,-6.822912813855385e-08,5.83649066323508e-08
-1203.875,-7.190784675771157e-08,-6.728556455589313e-08,-6.728556455589313e-08,-6.841460818625049e-08,5.8403495700953995e-08
-1204.375,-6.961902812548812e-08,-6.687501393772688e-08,-6.687501393772692e-08,-6.765821585610919e-08,5.844206538953203e-08
-1204.875,-6.781976236737914e-08,-6.697263551099937e-08,-6.697263551099937e-08,-6.71679099519849e-08,5.84806156622228e-08
-1205.375,-6.577254125744598e-08,-6.729433446201617e-08,-6.729433446201617e-08,-6.67097125653779e-08,5.851914648319276e-08
-1205.875,-6.238302338715672e-08,-6.661210746781555e-08,-6.661210746781553e-08,-6.580337429288683e-08,5.8557657816637065e-08
-1206.375,-6.197850648305888e-08,-6.741162184158227e-08,-6.741162184158229e-08,-6.578231792478141e-08,5.85961496267795e-08
-1206.875,-6.017844599625818e-08,-6.670234890829309e-08,-6.670234890829309e-08,-6.502864081960107e-08,5.8634621877872315e-08
-1207.375,-6.013632537559572e-08,-6.731918599304915e-08,-6.731918599304915e-08,-6.540192704969536e-08,5.8673074534196657e-08
-1207.875,-6.021023514392794e-08,-6.70143401799819e-08,-6.701434017998187e-08,-6.512654244499243e-08,5.8711507560062104e-08
-1208.375,-6.133477624274608e-08,-6.721087181596013e-08,-6.721087181596013e-08,-6.560352146376591e-08,5.874992091980693e-08
-1208.875,-6.271680943768933e-08,-6.712149663273373e-08,-6.712149663273367e-08,-6.58831908755189e-08,5.8788314577798043e-08
-1209.375,-6.42681198439741e-08,-6.707378525612742e-08,-6.707378525612735e-08,-6.629970968545017e-08,5.882668849843079e-08
-1209.875,-6.62382522708081e-08,-6.726078721604907e-08,-6.726078721604905e-08,-6.714665396764803e-08,5.8865042646129515e-08
-1210.375,-6.870350067259876e-08,-6.691551781878442e-08,-6.691551781878442e-08,-6.739407323351644e-08,5.890337698534682e-08
-1210.875,-7.177910070964901e-08,-6.757675817174143e-08,-6.757675817174143e-08,-6.852663253773121e-08,5.8941691480564225e-08
-1211.375,-7.207394505428612e-08,-6.681838266525747e-08,-6.681838266525747e-08,-6.834797642901106e-08,5.8979986096291584e-08
-1211.875,-7.409414538870003e-08,-6.7708142030913e-08,-6.770814203091305e-08,-6.93757435483493e-08,5.901826079706765e-08
-1212.375,-7.39630151545622e-08,-6.679841189969653e-08,-6.679841189969653e-08,-6.877674712511496e-08,5.905651554745968e-08
-1212.875,-7.465125020161272e-08,-6.76239157479872e-08,-6.762391574798718e-08,-6.941953138942791e-08,5.909475031206353e-08
-1213.375,-7.291715219622678e-08,-6.688954282482441e-08,-6.688954282482438e-08,-6.863804345402324e-08,5.913296505550363e-08
-1213.875,-7.194837792099054e-08,-6.752833577035266e-08,-6.752833577035261e-08,-6.86398415910616e-08,5.917115974243333e-08
-1214.3125,-6.972631649887361e-08,-6.722795752042828e-08,-6.722795752042817e-08,-6.805018007789794e-08,5.920933433753418e-08
-1214.8125,-6.814957477445301e-08,-6.722350587550162e-08,-6.722350587550152e-08,-6.733396783663367e-08,5.924748880551662e-08
-1215.3125,-6.612142715312168e-08,-6.773727442066692e-08,-6.773727442066686e-08,-6.721519277823917e-08,5.928562311111978e-08
-1215.8125,-6.264607858412408e-08,-6.673349962471907e-08,-6.673349962471904e-08,-6.592235167653267e-08,5.932373721911114e-08
-1216.3125,-6.286621843173723e-08,-6.805501430853491e-08,-6.805501430853487e-08,-6.63737939781448e-08,5.9361831094287084e-08
-1216.8125,-5.991141715583211e-08,-6.663470612333246e-08,-6.663470612333248e-08,-6.504051622089926e-08,5.9399904701472425e-08
-1217.3125,-6.079674491843517e-08,-6.804860780148728e-08,-6.804860780148729e-08,-6.599276478392807e-08,5.943795800552072e-08
-1217.8125,-6.024122956290598e-08,-6.696285627358525e-08,-6.696285627358526e-08,-6.517772074355144e-08,5.947599097131425e-08
-1218.3125,-6.20468531505489e-08,-6.783837843493692e-08,-6.783837843493698e-08,-6.617712171189908e-08,5.9514003563763435e-08
-1218.8125,-6.283601874145096e-08,-6.725411952127942e-08,-6.725411952127948e-08,-6.607173861950369e-08,5.9551995747807985e-08
-1219.3125,-6.465276853077833e-08,-6.745666520101218e-08,-6.745666520101224e-08,-6.671155962038453e-08,5.9589967488415786e-08
-1219.8125,-6.651084421207637e-08,-6.760983303285488e-08,-6.760983303285491e-08,-6.741538665489315e-08,5.962791875058355e-08
-1220.3125,-6.878615245654018e-08,-6.708613904162611e-08,-6.708613904162619e-08,-6.765445431959994e-08,5.966584949933645e-08
-1220.8125,-7.235845792593057e-08,-6.80692113380191e-08,-6.806921133801915e-08,-6.889660449309221e-08,5.970375969972844e-08
-1221.3125,-7.216772303991194e-08,-6.69944472919617e-08,-6.699444729196175e-08,-6.863761746572359e-08,5.974164931684203e-08
-1221.8125,-7.470688121003483e-08,-6.811275942586881e-08,-6.811275942586884e-08,-6.975703432952442e-08,5.977951831578834e-08
-1222.3125,-7.441521578016468e-08,-6.71137227157636e-08,-6.711372271576356e-08,-6.909218362070504e-08,5.98173666617073e-08
-1222.8125,-7.448992027718865e-08,-6.783030663172451e-08,-6.783030663172443e-08,-6.967477208655701e-08,5.985519431976709e-08
-1223.3125,-7.322153328516482e-08,-6.732915149312964e-08,-6.732915149312956e-08,-6.897645354502745e-08,5.989300125516485e-08
-1223.8125,-7.229487963059103e-08,-6.770494354744843e-08,-6.770494354744829e-08,-6.890671526440362e-08,5.993078743312626e-08
-1224.3125,-7.027785821094412e-08,-6.76965968472921e-08,-6.769659684729197e-08,-6.842784613588365e-08,5.996855281890547e-08
-1224.8125,-6.845713477815804e-08,-6.752143699594991e-08,-6.752143699594974e-08,-6.769011605640791e-08,6.000629737778553e-08
-1225.3125,-6.663402715929673e-08,-6.802998249790305e-08,-6.802998249790285e-08,-6.746006430546651e-08,6.004402107507787e-08
-1225.8125,-6.297271207643096e-08,-6.72090111651833e-08,-6.720901116518311e-08,-6.63473741333209e-08,6.008172387612266e-08
-1226.3125,-6.26015737773864e-08,-6.808442595086558e-08,-6.80844259508654e-08,-6.649019349758148e-08,6.011940574628866e-08
-1226.8125,-6.075382956908102e-08,-6.72619609569378e-08,-6.726196095693768e-08,-6.558366552825885e-08,6.015706665097332e-08
-1227.3125,-6.083409716694717e-08,-6.801029083154247e-08,-6.801029083154241e-08,-6.610422804185841e-08,6.019470655560266e-08
-1227.8125,-6.081979205049579e-08,-6.756198148107909e-08,-6.756198148107908e-08,-6.56907280397857e-08,6.023232542563126e-08
-1228.3125,-6.211043144588845e-08,-6.794152897174847e-08,-6.79415289717485e-08,-6.631268479272711e-08,6.02699232265425e-08
-1228.8125,-6.312688944262935e-08,-6.765776710305607e-08,-6.765776710305611e-08,-6.644979140739227e-08,6.030749992384831e-08
-1229.3125,-6.493728140242275e-08,-6.777164392447113e-08,-6.777164392447124e-08,-6.698910471388817e-08,6.03450554830891e-08
-1229.8125,-6.69010559997228e-08,-6.780571068525066e-08,-6.780571068525075e-08,-6.770082478565783e-08,6.038258986983409e-08
-1230.3125,-6.931782595131706e-08,-6.754492218272654e-08,-6.754492218272664e-08,-6.80463215875182e-08,6.042010304968105e-08
-1230.8125,-7.216931249729542e-08,-6.817580096376692e-08,-6.817580096376702e-08,-6.909014389838847e-08,6.045759498825642e-08
-1231.3125,-7.264773916972548e-08,-6.746274694518378e-08,-6.746274694518386e-08,-6.902996645466975e-08,6.049506565121526e-08
-1231.8125,-7.501205702766463e-08,-6.831146134192779e-08,-6.831146134192784e-08,-6.997684627534367e-08,6.053251500424105e-08
-1232.3125,-7.484357454501486e-08,-6.750045461481142e-08,-6.75004546148115e-08,-6.946077043572372e-08,6.05699430130463e-08
-1232.8125,-7.501841485719857e-08,-6.815641993394692e-08,-6.8156419933947e-08,-6.998915093459983e-08,6.06073496433718e-08
-1233.3125,-7.347902538128997e-08,-6.757859372636231e-08,-6.757859372636239e-08,-6.925497299961164e-08,6.064473486098713e-08
-1233.8125,-7.24236256786536e-08,-6.808470375931322e-08,-6.808470375931331e-08,-6.923546301622665e-08,6.06820986316904e-08
-1234.3125,-7.046144053873702e-08,-6.783062936754361e-08,-6.783062936754371e-08,-6.86312503412641e-08,6.071944092130847e-08
-1234.8125,-6.899675555985239e-08,-6.792114234838537e-08,-6.792114234838545e-08,-6.801309083181446e-08,6.075676169569673e-08
-1235.3125,-6.644885537412032e-08,-6.82214413664959e-08,-6.822144136649597e-08,-6.772246546002905e-08,6.079406092073916e-08
-1235.8125,-6.328027208013599e-08,-6.751902570480513e-08,-6.751902570480513e-08,-6.663683327544628e-08,6.083133856234853e-08
-1236.3125,-6.335338711977644e-08,-6.846537468948961e-08,-6.846537468948959e-08,-6.68416491330787e-08,6.086859458646601e-08
-1236.8125,-6.081581840703707e-08,-6.739814332263815e-08,-6.739814332263815e-08,-6.576911439877714e-08,6.090582895906158e-08
-1237.3125,-6.112099422466687e-08,-6.849452647859641e-08,-6.849452647859639e-08,-6.650709626934992e-08,6.09430416461338e-08
-1237.8125,-6.083886553909765e-08,-6.764383033052091e-08,-6.764383033052091e-08,-6.58336012832517e-08,6.098023261370985e-08
-1238.3125,-6.268104664656083e-08,-6.841119165991513e-08,-6.841119165991513e-08,-6.678593988514986e-08,6.101740182784541e-08
-1238.8125,-6.343921781848484e-08,-6.779951353187022e-08,-6.779951353187026e-08,-6.66059073129113e-08,6.105454925462502e-08
-1239.3125,-6.540935024531883e-08,-6.820150622701089e-08,-6.820150622701093e-08,-6.743225261495755e-08,6.109167486016164e-08
-1239.8125,-6.692648731785861e-08,-6.797086113105597e-08,-6.7970861131056e-08,-6.783426193651376e-08,6.112877861059706e-08
-1240.3125,-6.965320145923312e-08,-6.796906901261714e-08,-6.79690690126172e-08,-6.842762018313541e-08,6.116586047210137e-08
-1240.8125,-7.248958816006838e-08,-6.83429800283721e-08,-6.834298002837211e-08,-6.927589467845074e-08,6.120292041087367e-08
-1241.3125,-7.315318661767481e-08,-6.783230391178902e-08,-6.783230391178905e-08,-6.940279351001147e-08,6.123995839314148e-08
-1241.8125,-7.508676152468859e-08,-6.85129127728124e-08,-6.851291277281244e-08,-7.018971416458702e-08,6.127697438516094e-08
-1242.3125,-7.505179346225183e-08,-6.776430320534604e-08,-6.776430320534606e-08,-6.976514422594815e-08,6.131396835321681e-08
-1242.8125,-7.523855470481173e-08,-6.840752767444836e-08,-6.84075276744484e-08,-7.018388178049219e-08,6.135094026362258e-08
-1243.3125,-7.35569087930809e-08,-6.786178620552094e-08,-6.7861786205521e-08,-6.956702860552556e-08,6.138789008272021e-08
-1243.8125,-7.288854196332398e-08,-6.831940625608762e-08,-6.831940625608767e-08,-6.947882127489414e-08,6.142481777688053e-08
-1244.3125,-7.110993915120035e-08,-6.81881564723604e-08,-6.818815647236048e-08,-6.899070684319707e-08,6.146172331250268e-08
-1244.8125,-6.8910924861144e-08,-6.80830332652955e-08,-6.808303326529554e-08,-6.820446530907044e-08,6.149860665601468e-08
-1245.3125,-6.673654716053172e-08,-6.855062118783972e-08,-6.855062118783975e-08,-6.802466180929865e-08,6.153546777387298e-08
-1245.8125,-6.352902216065192e-08,-6.766594713238357e-08,-6.766594713238361e-08,-6.677525802313779e-08,6.157230663256288e-08
-1246.3125,-6.336689750753613e-08,-6.879101344912889e-08,-6.879101344912893e-08,-6.715080049001022e-08,6.160912319859811e-08
-1246.8125,-6.101847422343186e-08,-6.757372317728647e-08,-6.75737231772865e-08,-6.598507732020283e-08,6.164591743852113e-08
-1247.3125,-6.189664942780925e-08,-6.883137405216905e-08,-6.883137405216907e-08,-6.67972358120518e-08,6.168268931890301e-08
-1247.8125,-6.088734398929403e-08,-6.786864445484355e-08,-6.786864445484357e-08,-6.608843093957455e-08,6.171943880634335e-08
-1248.3125,-6.26413102119736e-08,-6.861025986087838e-08,-6.861025986087838e-08,-6.693483839393593e-08,6.175616586747049e-08
-1248.8125,-6.393115487867452e-08,-6.816164182950157e-08,-6.816164182950152e-08,-6.693109840477554e-08,6.179287046894142e-08
-1249.3125,-6.541093970270232e-08,-6.826144015829406e-08,-6.826144015829395e-08,-6.754283117265183e-08,6.182955257744168e-08
-1249.8125,-6.743670313795843e-08,-6.847529584078803e-08,-6.84752958407879e-08,-6.828891403272352e-08,6.186621215968532e-08
-1250.3125,-6.98876464232977e-08,-6.79863965438165e-08,-6.798639654381633e-08,-6.855202051422196e-08,6.190284918241529e-08
-1250.8125,-7.296563064642317e-08,-6.883172269907878e-08,-6.883172269907862e-08,-6.969119141162411e-08,6.193946361240298e-08
-1251.3125,-7.294655715782133e-08,-6.789867154019697e-08,-6.789867154019681e-08,-6.952729939983143e-08,6.197605541644846e-08
-1251.8125,-7.551273610346348e-08,-6.884545152680294e-08,-6.884545152680285e-08,-7.048859804919673e-08,6.201262456138039e-08
-1252.3125,-7.535299563642291e-08,-6.803823918601272e-08,-6.803823918601267e-08,-7.002631562359427e-08,6.204917101405611e-08
-1252.8125,-7.529974881407603e-08,-6.856157942167674e-08,-6.856157942167678e-08,-7.04091414497558e-08,6.208569474136152e-08
-1253.3125,-7.424673329751491e-08,-6.831778117727931e-08,-6.831778117727934e-08,-6.99513630585577e-08,6.21221957102112e-08
-1253.8125,-7.290920490930933e-08,-6.838391668586289e-08,-6.8383916685863e-08,-6.960478501062712e-08,6.215867388754832e-08
-1254.3125,-7.135709977433281e-08,-6.864726687920152e-08,-6.864726687920164e-08,-6.937620209249432e-08,6.219512924034471e-08
-1254.8125,-6.902059742060473e-08,-6.818186599280665e-08,-6.818186599280678e-08,-6.833330194306275e-08,6.223156173560082e-08
-1255.3125,-6.719431088697643e-08,-6.896336036627031e-08,-6.896336036627043e-08,-6.842207094405855e-08,6.226797134034567e-08
-1255.8125,-6.377936169855138e-08,-6.787052204160425e-08,-6.787052204160438e-08,-6.700475823787024e-08,6.230435802163702e-08
-1256.3125,-6.392559177783233e-08,-6.911113370234202e-08,-6.911113370234215e-08,-6.749407369425528e-08,6.234072174656112e-08
-1256.8125,-6.129345035077536e-08,-6.788487249935626e-08,-6.788487249935635e-08,-6.62322337997212e-08,6.237706248223288e-08
-1257.3125,-6.188154958266609e-08,-6.90298581805082e-08,-6.90298581805083e-08,-6.705720484564219e-08,6.241338019579601e-08
-1257.8125,-6.140789128238654e-08,-6.818254115696579e-08,-6.818254115696586e-08,-6.634233947728464e-08,6.244967485442249e-08
-1258.3125,-6.283840292752617e-08,-6.884217490970448e-08,-6.884217490970457e-08,-6.720001314045299e-08,6.248594642531335e-08
-1258.8125,-6.396055984026907e-08,-6.835458456739372e-08,-6.83545845673938e-08,-6.718580733190588e-08,6.25221948756979e-08
-1259.3125,-6.589731366204981e-08,-6.857044864241109e-08,-6.857044864241113e-08,-6.776902251572491e-08,6.255842017283421e-08
-1259.8125,-6.743749786665016e-08,-6.864104925704013e-08,-6.864104925704019e-08,-6.854079408880367e-08,6.259462228400901e-08
