potential,current,current_filtered_50Hz,current_filtered_60Hz,basecurrent_4
-434.875,-4.3408875871762734e-08,-4.0635870896440735e-08,-4.169222454458641e-08,2.5676880910860222e-08
-435.375,-4.5201783800337765e-08,-4.139808393462538e-08,-4.240070133100561e-08,2.5696020261163955e-08
-435.875,-4.4682031235937027e-08,-4.085083989864847e-08,-4.202142794307568e-08,2.5715171036390812e-08
-436.375,-4.448017014823399e-08,-4.1115374938473524e-08,-4.222273112549428e-08,2.5734333214112738e-08
-436.875,-4.404704301123337e-08,-4.105952790401904e-08,-4.18771600136067e-08,2.5753506771909775e-08
-437.375,-4.27508405149985e-08,-4.093726163691132e-08,-4.163232392882827e-08,2.5772691687370075e-08
-437.875,-4.211028918945263e-08,-4.113058207649561e-08,-4.142062356637795e-08,2.579188793808989e-08
-438.375,-4.114548855767511e-08,-4.089968420913149e-08,-4.088643845730482e-08,2.581109550167356e-08
-438.875,-3.9755508075814416e-08,-4.121989450859227e-08,-4.078981492488188e-08,2.583031435573354e-08
-439.375,-3.821850278598104e-08,-4.080665870590823e-08,-4.016191387365317e-08,2.584954447789038e-08
-439.875,-3.852049968884385e-08,-4.125021854819695e-08,-4.0228881563412674e-08,2.5868785845772727e-08
-440.375,-3.7247344324669555e-08,-4.084080269258391e-08,-3.977268109517925e-08,2.5888038437017344e-08
-440.875,-3.725211269682002e-08,-4.113841983264112e-08,-4.002522123270469e-08,2.5907302229269067e-08
-441.375,-3.772656572579133e-08,-4.097737422010701e-08,-3.988306250634289e-08,2.5926577200180863e-08
-441.875,-3.81946609252287e-08,-4.111860393028938e-08,-4.021868720114898e-08,2.5945863327413775e-08
-442.375,-3.898859488828121e-08,-4.0960793848254245e-08,-4.0422359872022836e-08,2.596516058863697e-08
-442.875,-4.0302281415734464e-08,-4.110499580509078e-08,-4.067402590264888e-08,2.598446896152769e-08
-443.375,-4.080296049153334e-08,-4.1056204583178756e-08,-4.1194829663628914e-08,2.6003788423771303e-08
-443.875,-4.218499368647658e-08,-4.080840196970902e-08,-4.1220324821688575e-08,2.6023118953061255e-08
-444.375,-4.393895990915616e-08,-4.142370148555285e-08,-4.195066198778672e-08,2.604246052709911e-08
-444.875,-4.3165688892088996e-08,-4.055930352938321e-08,-4.169840255753915e-08,2.6061813123594527e-08
-445.375,-4.5234367676699275e-08,-4.151015160195725e-08,-4.240529195986681e-08,2.608117672026526e-08
-445.875,-4.449368053599363e-08,-4.072123827952408e-08,-4.192541520073747e-08,2.610055129483717e-08
-446.375,-4.44571230161734e-08,-4.1218429601769846e-08,-4.233586929252746e-08,2.611993682504422e-08
-446.875,-4.4013664406180116e-08,-4.092791438091457e-08,-4.176751059822634e-08,2.613933328862847e-08
-447.3125,-4.2972569819995135e-08,-4.1099942073931006e-08,-4.178647020857387e-08,2.615874066334008e-08
-447.8125,-4.1857565465477963e-08,-4.097425963018353e-08,-4.1313156404182236e-08,2.6178158926937313e-08
-448.3125,-4.144430654577096e-08,-4.111226703766459e-08,-4.10203174841837e-08,2.6197588057186538e-08
-448.8125,-3.9781734122641966e-08,-4.1140719585207484e-08,-4.072976753477442e-08,2.6217028031862208e-08
-449.3125,-3.8479968525564886e-08,-4.091422219161545e-08,-4.028620295899708e-08,2.6236478828746897e-08
-449.8125,-3.8574541239882466e-08,-4.127227606402513e-08,-4.0199804945272794e-08,2.6255940425631264e-08
-450.3125,-3.6967599825175585e-08,-4.0812916964023016e-08,-3.984710802627148e-08,2.6275412800314085e-08
-450.8125,-3.7220323549150245e-08,-4.1129285163244966e-08,-3.9970048758344735e-08,2.629489593060221e-08
-451.3125,-3.776709688907029e-08,-4.101292670310213e-08,-3.99158291568847e-08,2.6314389794310624e-08
-451.8125,-3.801028386874404e-08,-4.102495958413089e-08,-4.018645459832062e-08,2.6333894369262384e-08
-452.3125,-3.92111189219696e-08,-4.112179905442506e-08,-4.0457011888418934e-08,2.6353409633288662e-08
-452.8125,-4.032532854779504e-08,-4.1057141751878e-08,-4.0707939881446586e-08,2.637293556422873e-08
-453.3125,-4.1045352742515336e-08,-4.1090497743553006e-08,-4.1192719144017866e-08,2.639247213992996e-08
-453.8125,-4.222552484975555e-08,-4.09216230065511e-08,-4.129035917870335e-08,2.6412019338247812e-08
-454.3125,-4.346530160887658e-08,-4.12140905111186e-08,-4.188438797513246e-08,2.6431577137045873e-08
-454.8125,-4.343828083335728e-08,-4.07572917633478e-08,-4.1802018905588936e-08,2.6451145514195804e-08
-455.3125,-4.4995949069176005e-08,-4.1352140544529295e-08,-4.232126886603506e-08,2.6470724447577385e-08
-455.8125,-4.472176767052424e-08,-4.0832314113576165e-08,-4.203994131795993e-08,2.6490313915078484e-08
-456.3125,-4.471779402706551e-08,-4.1246416195100425e-08,-4.224685333830752e-08,2.6509913894595084e-08
-456.8125,-4.3802266574176136e-08,-4.095897007495373e-08,-4.1850703117219966e-08,2.652952436403125e-08
-457.3125,-4.3008332611123634e-08,-4.1053237930798064e-08,-4.1700545869659786e-08,2.6549145301299163e-08
-457.8125,-4.2120620662445306e-08,-4.106063612019701e-08,-4.135385245075549e-08,2.6568776684319105e-08
-458.3125,-4.0915811965761016e-08,-4.092697548881732e-08,-4.0967299627881746e-08,2.6588418491019448e-08
-458.8125,-3.975232916104743e-08,-4.122198867279674e-08,-4.072654672996525e-08,2.660807069933667e-08
-459.3125,-3.846804759518873e-08,-4.088541295961366e-08,-4.032253189116247e-08,2.6627733287215356e-08
-459.8125,-3.8580104340724666e-08,-4.120239441465319e-08,-4.0145712084249366e-08,2.6647406232608175e-08
-460.3125,-3.7442847582838634e-08,-4.1035946393740864e-08,-3.997394163952505e-08,2.6667089513475917e-08
-460.8125,-3.7012899360605013e-08,-4.0922639564332177e-08,-3.9830297029748034e-08,2.668678310778746e-08
-461.3125,-3.7937168829103574e-08,-4.126038840850848e-08,-4.0099303137129083e-08,2.670648699351979e-08
-461.8125,-3.776948107514553e-08,-4.0791970510885046e-08,-3.99921689625114e-08,2.6726201148657977e-08
-462.3125,-3.941774838182311e-08,-4.1299049302041444e-08,-4.0658942449344376e-08,2.674592555119522e-08
-462.8125,-4.007101536643688e-08,-4.084127257667846e-08,-4.050900480969007e-08,2.6765660179132788e-08
-463.3125,-4.1050915843357536e-08,-4.130101257184287e-08,-4.1349499163958764e-08,2.678540501048008e-08
-463.8125,-4.198631151354053e-08,-4.07346065328257e-08,-4.116481020696532e-08,2.680516002325457e-08
-464.3125,-4.392862843616348e-08,-4.139940896383138e-08,-4.198424438339783e-08,2.6824925195481853e-08
-464.8125,-4.3456559593267394e-08,-4.0689000183970766e-08,-4.177339775898343e-08,2.684470050519561e-08
-465.3125,-4.4960186278047505e-08,-4.12950793253178e-08,-4.231350843267831e-08,2.6864485930437635e-08
-465.8125,-4.472733077136645e-08,-4.095846991858241e-08,-4.204931986427609e-08,2.688428144925781e-08
-466.3125,-4.423539371117676e-08,-4.102515548906669e-08,-4.218971500292794e-08,2.6904087039714128e-08
-466.8125,-4.4252877742395126e-08,-4.112634250477224e-08,-4.1913092223972137e-08,2.6923902679872675e-08
-467.3125,-4.298131183560433e-08,-4.0988785412964135e-08,-4.166613425450832e-08,2.6943728347807642e-08
-467.8125,-4.191160701651657e-08,-4.104158455566564e-08,-4.139433603545574e-08,2.6963564021601324e-08
-468.3125,-4.116853568973569e-08,-4.1043051611903634e-08,-4.0905918768950985e-08,2.6983409679344113e-08
-468.8125,-3.9552057530727886e-08,-4.113381337657863e-08,-4.075695294038246e-08,2.7003265299134495e-08
-469.3125,-3.848155798294838e-08,-4.088617460860428e-08,-4.025876575120526e-08,2.702313085907907e-08
-469.8125,-3.881534403348097e-08,-4.1298896205447284e-08,-4.025029241489688e-08,2.704300633729253e-08
-470.3125,-3.719886587447317e-08,-4.081498234359558e-08,-3.986342180085446e-08,2.7062891711897672e-08
-470.8125,-3.725211269682002e-08,-4.1161327899390345e-08,-3.9967342688692486e-08,2.708278696102539e-08
-471.3125,-3.7528678281547016e-08,-4.101785271495741e-08,-3.991290750517544e-08,2.710269206281468e-08
-471.8125,-3.7990415651450434e-08,-4.0984176953245315e-08,-4.016866316639555e-08,2.7122606995412636e-08
-472.3125,-3.9438411327808455e-08,-4.114374853763267e-08,-4.046968996070122e-08,2.7142531736974462e-08
-472.8125,-4.008452575419654e-08,-4.098630427753492e-08,-4.0689302867559777e-08,2.716246626566345e-08
-473.3125,-4.0812497235834266e-08,-4.111886444935307e-08,-4.117405788102333e-08,2.7182410559651003e-08
-473.8125,-4.2239829966206944e-08,-4.0934809689332615e-08,-4.1289894283487336e-08,2.720236459711662e-08
-474.3125,-4.363934719236857e-08,-4.119966726593507e-08,-4.188338448032876e-08,2.7222328356247902e-08
-474.8125,-4.370928331724206e-08,-4.084446375630324e-08,-4.185408353172478e-08,2.7242301815240545e-08
-475.3125,-4.498561759618333e-08,-4.128163264687081e-08,-4.232127407531499e-08,2.7262284952298365e-08
-475.8125,-4.473766224435912e-08,-4.08866652531062e-08,-4.205266155021338e-08,2.7282277745633248e-08
-476.3125,-4.4506396195061545e-08,-4.121272555245545e-08,-4.223500115504049e-08,2.730228017346521e-08
-476.8125,-4.3798292930717413e-08,-4.093502898308705e-08,-4.184828243942683e-08,2.732229221402235e-08
-477.3125,-4.322608827266156e-08,-4.112963537455872e-08,-4.1726315841399824e-08,2.7342313845540874e-08
-477.8125,-4.1923527946892735e-08,-4.098892529362858e-08,-4.1356615360769905e-08,2.7362345046265083e-08
-478.3125,-4.0922169795294975e-08,-4.1009980771863685e-08,-4.0947831778619585e-08,2.7382385794447392e-08
-478.8125,-3.977776047918325e-08,-4.1200766377708665e-08,-4.074861865518955e-08,2.7402436068348302e-08
-479.3125,-3.846645813780524e-08,-4.083048071232497e-08,-4.023297642044411e-08,2.742249584623642e-08
-479.8125,-3.862063550400362e-08,-4.1339315867018996e-08,-4.027708964548666e-08,2.744256510638846e-08
-480.3125,-3.7233833936909903e-08,-4.0818405360342436e-08,-3.983507290144451e-08,2.7462643827089227e-08
-480.8125,-3.748258401742586e-08,-4.1199355821147284e-08,-4.005549232884566e-08,2.7482731986631626e-08
-481.3125,-3.755410959968284e-08,-4.09702242355332e-08,-3.988658835552823e-08,2.750282956331668e-08
-481.8125,-3.795306340293845e-08,-4.108761920975916e-08,-4.0218481955152336e-08,2.7522936535453493e-08
-482.3125,-3.921588729412007e-08,-4.104974485942927e-08,-4.0422123170550255e-08,2.7543052881359276e-08
-482.8125,-4.033089164863725e-08,-4.108315405634638e-08,-4.07229275236835e-08,2.7563178579359346e-08
-483.3125,-4.0812497235834266e-08,-4.112517259880486e-08,-4.119162428360523e-08,2.7583313607787115e-08
-483.8125,-4.22247301210638e-08,-4.090587319518455e-08,-4.131712003691747e-08,2.7603457944984095e-08
-484.3125,-4.394770192476534e-08,-4.1286681661710786e-08,-4.189476383750496e-08,2.76236115692999e-08
-484.8125,-4.344622812027472e-08,-4.075730280948375e-08,-4.181160511817252e-08,2.7643774459092254e-08
-485.3125,-4.4744814802584816e-08,-4.1310322443500225e-08,-4.232104015953303e-08,2.7663946592726966e-08
-485.8125,-4.47678619346454e-08,-4.088066230461808e-08,-4.205219076387868e-08,2.7684127948577956e-08
