potential,current,current_filtered_50Hz,basecurrent_3
-176.1875,-2.8993292132213764e-08,-2.7337139311024767e-08,4.073024843688966e-10
-176.6875,-2.853473367707733e-08,-2.6780618730423404e-08,4.3370950777478803e-10
-177.1875,-2.8498176157257098e-08,-2.750291788761022e-08,4.601087119359569e-10
-177.6875,-2.6347640317397155e-08,-2.6515538835937136e-08,4.865000940984021e-10
-178.1875,-2.747059195883178e-08,-2.7640060766934174e-08,5.128836515081185e-10
-178.6875,-2.6292009308975055e-08,-2.6699358993344265e-08,5.392593814111025e-10
-179.1875,-2.6438239388256002e-08,-2.7619050433431835e-08,5.656272810533505e-10
-179.6875,-2.5322440305047072e-08,-2.6971335252760873e-08,5.919873476808591e-10
-180.1875,-2.586047162935793e-08,-2.736685980967785e-08,6.183395785396229e-10
-180.6875,-2.589623442048642e-08,-2.7020842639695323e-08,6.446839708756393e-10
-181.1875,-2.6679042181854507e-08,-2.728675099625685e-08,6.710205219349048e-10
-181.6875,-2.7385555988815147e-08,-2.7101288033207693e-08,6.973492289634157e-10
-182.1875,-2.7643048084940285e-08,-2.7343857875700156e-08,7.23670089207166e-10
-182.6875,-2.7179721257653387e-08,-2.7357235727886037e-08,7.499830999121539e-10
-183.1875,-2.775431010178448e-08,-2.693403332995382e-08,7.76288258324375e-10
-183.6875,-2.8064254291564732e-08,-2.7530885316150835e-08,8.025855616898265e-10
-184.1875,-2.5480591314704176e-08,-2.6564204009759204e-08,8.288750072545032e-10
-184.6875,-2.731005676309944e-08,-2.732368136379314e-08,8.551565922644016e-10
-185.1875,-2.7695500178595406e-08,-2.7106065159447774e-08,8.814303139655182e-10
-185.6875,-2.790292436714065e-08,-2.6883363422847685e-08,9.076961696038502e-10
-186.1875,-2.993584036062246e-08,-2.7748810432620938e-08,9.339541564253923e-10
-186.6875,-2.7871135219470884e-08,-2.668731035844656e-08,9.602042716761403e-10
-187.1875,-2.8293136154787083e-08,-2.7720591274924745e-08,9.864465126020922e-10
-187.6875,-2.7674837232610053e-08,-2.6910322392074433e-08,1.0126808764492437e-09
-188.1875,-2.7528607153329112e-08,-2.7632331013008833e-08,1.0389073604635896e-09
-188.6875,-2.622525209886854e-08,-2.7140823474061773e-08,1.0651259618911262e-09
-189.1875,-2.660513241352229e-08,-2.77083781813606e-08,1.0913366779778509e-09
-189.6875,-2.5730930852603616e-08,-2.7218812500171298e-08,1.117539505969761e-09
-190.1875,-2.588669767618549e-08,-2.7604898326257353e-08,1.1437344431128495e-09
-190.6875,-2.5839013954680837e-08,-2.733076015774823e-08,1.1699214866531146e-09
-191.1875,-2.6813351330759285e-08,-2.752103944234558e-08,1.1961006338365528e-09
-191.6875,-2.7767025760852392e-08,-2.7406113480162464e-08,1.2222718819091596e-09
-192.1875,-2.7841730257876347e-08,-2.7622636563293243e-08,1.2484352281169315e-09
-192.6875,-2.698819164294302e-08,-2.7294771275222436e-08,1.2745906697058634e-09
-193.1875,-2.7654174286624706e-08,-2.765375128475735e-08,1.3007382039219533e-09
-193.6875,-2.76072852938118e-08,-2.7208551166370282e-08,1.3268778280111976e-09
-194.1875,-2.8301083441704524e-08,-2.7598304176275243e-08,1.3530095392195903e-09
-194.6875,-2.8080943594091367e-08,-2.726082122078239e-08,1.3791333347931288e-09
-195.1875,-2.8258168092350333e-08,-2.752845726573049e-08,1.4052492119778086e-09
-195.6875,-2.8330488403299064e-08,-2.727177800916586e-08,1.4313571680196278e-09
-196.1875,-2.9140316940186454e-08,-2.7403935926690646e-08,1.4574572001645812e-09
-196.6875,-2.885898298330899e-08,-2.7159574113642006e-08,1.4835493056586653e-09
-197.1875,-2.80960434392345e-08,-2.7313069789216457e-08,1.5096334817478757e-09
-197.6875,-2.712488497792303e-08,-2.6972248697359636e-08,1.5357097256782105e-09
-198.1875,-2.698103908471732e-08,-2.734716183893001e-08,1.5617780346956637e-09
-198.6875,-2.592007628123875e-08,-2.6787644398279154e-08,1.5878384060462317e-09
-199.1875,-2.6285651479441102e-08,-2.7310296558226376e-08,1.6138908369759118e-09
-199.6875,-2.5169057667540432e-08,-2.670284737399181e-08,1.6399353247307004e-09
-200.1875,-2.523422542026346e-08,-2.713801364189108e-08,1.6659718665565915e-09
-200.6875,-2.5089584798366006e-08,-2.6781774125869005e-08,1.6920004596995832e-09
-201.1875,-2.5984449305270036e-08,-2.7045385186417872e-08,1.7180211014056712e-09
-201.6875,-2.6529633187806592e-08,-2.6815850950484527e-08,1.7440337889208527e-09
-202.1875,-2.6919050246761268e-08,-2.7056527452211568e-08,1.7700385194911216e-09
-202.6875,-2.6462081249008325e-08,-2.6676154091169355e-08,1.7960352903624762e-09
-203.1875,-2.7052564666974307e-08,-2.7093410600605786e-08,1.822024098780912e-09
-203.6875,-2.7104222031937682e-08,-2.670632734040725e-08,1.8480049419924253e-09
-204.1875,-2.8272473208801733e-08,-2.7051912925974805e-08,1.873977817243012e-09
-204.6875,-2.833684623283301e-08,-2.7018140099198155e-08,1.8999427217786684e-09
-205.1875,-2.811352747045288e-08,-2.6847336039767486e-08,1.92589965284539e-09
-205.6875,-2.8591159414191176e-08,-2.7239352969467758e-08,1.9518486076891753e-09
-206.1875,-2.7658942658775167e-08,-2.6810722298186324e-08,1.977789583556018e-09
-206.6875,-2.822558421598882e-08,-2.71097926537667e-08,2.0037225776919143e-09
-207.1875,-2.8187437238785093e-08,-2.716051275463149e-08,2.029647587342862e-09
-207.6875,-2.7147137381291873e-08,-2.6793647368496706e-08,2.0555646097548563e-09
-208.1875,-2.733230916646828e-08,-2.7433925539424275e-08,2.081473642173894e-09
-208.6875,-2.58437823268313e-08,-2.6715852016456896e-08,2.107374681845971e-09
-209.1875,-2.6241941401395168e-08,-2.7439864630127922e-08,2.1332677260170836e-09
-209.6875,-2.5280319684384623e-08,-2.675242612406058e-08,2.159152771933228e-09
-210.1875,-2.5777819845416527e-08,-2.7449328402336284e-08,2.1850298168404003e-09
-210.6875,-2.54702598417115e-08,-2.6389466754831983e-08,2.2108988579845957e-09
-211.1875,-2.602021209639852e-08,-2.7504833555181707e-08,2.236759892611812e-09
-211.6875,-2.3832324008026602e-08,-2.6173755209487535e-08,2.2626129179680454e-09
-212.1875,-2.7286214902347116e-08,-2.748512585803736e-08,2.288457931299291e-09
-212.6875,-2.7542117541088766e-08,-2.664623056658632e-08,2.3142949298515444e-09
-213.1875,-2.781709366843228e-08,-2.736891964372677e-08,2.340123910870804e-09
-213.6875,-2.8307441271238483e-08,-2.6855242905144538e-08,2.3659448716030642e-09
-214.1875,-2.8574470111664545e-08,-2.7283346408586996e-08,2.391757809294322e-09
-214.6875,-2.7003291488086163e-08,-2.66402664294717e-08,2.4175627211905732e-09
-215.1875,-2.840757708639825e-08,-2.7340771081855904e-08,2.443359604537814e-09
-215.6875,-2.8494997242490118e-08,-2.6853638679679116e-08,2.4691484565820414e-09
-216.1875,-2.9093427947373534e-08,-2.7319020494032523e-08,2.494929274569251e-09
-216.6875,-2.856016499521315e-08,-2.7112130046981026e-08,2.5207020557454386e-09
-217.1875,-2.714872683867536e-08,-2.7169172819018923e-08,2.5464667973566004e-09
-217.6875,-2.6435060473489026e-08,-2.6917759607849487e-08,2.5722234966487347e-09
-218.1875,-2.7004880945469648e-08,-2.7224820017053416e-08,2.5979721508678346e-09
-218.6875,-2.5883518761418517e-08,-2.6822446058325137e-08,2.6237127572598973e-09
-219.1875,-2.5750799069897217e-08,-2.7399006205571523e-08,2.6494453130709194e-09
-219.6875,-2.5377276584777423e-08,-2.706907379189576e-08,2.675169815546898e-09
-220.1875,-2.5990012406112243e-08,-2.7528210642208513e-08,2.700886261933827e-09
-220.6875,-2.5773051473266065e-08,-2.736161555637863e-08,2.726594649477705e-09
-221.1875,-2.6265783262147494e-08,-2.7533690657797863e-08,2.752294975424526e-09
-221.6875,-2.7136805908299195e-08,-2.7494353118150476e-08,2.77798723702029e-09
-222.1875,-2.765735320139168e-08,-2.7359847114732706e-08,2.803671431510988e-09
-222.6875,-2.7648611185782493e-08,-2.7438564288162275e-08,2.8293475561426192e-09
-223.1875,-2.7523044052486898e-08,-2.7387588457309926e-08,2.8550156081611796e-09
-223.6875,-2.8603080344567342e-08,-2.7458074011196085e-08,2.8806755848126656e-09
-224.1875,-2.9352509500882167e-08,-2.750740405423801e-08,2.906327483343072e-09
-224.6875,-2.914588004102866e-08,-2.7608557698766047e-08,2.9319713009983956e-09
-225.1875,-2.887805647191085e-08,-2.699995530456319e-08,2.9576070350246332e-09
-225.6875,-2.8433008404534065e-08,-2.76202303762359e-08,2.9832346826677807e-09
-226.1875,-2.5870008373658856e-08,-2.6541866826885882e-08,3.0088542411738345e-09
-226.6875,-2.8612617088868265e-08,-2.7521795093621742e-08,3.03446570778879e-09
-227.1875,-2.8503739258099305e-08,-2.7016642995846526e-08,3.060069079758645e-09
-227.6875,-2.7528607153329112e-08,-2.7392819186135997e-08,3.0856643543293947e-09
-228.1875,-2.7674837232610053e-08,-2.7314634329640427e-08,3.111251528747034e-09
-228.6875,-2.6482744194993682e-08,-2.7184977347465625e-08,3.136830600257561e-09
-229.1875,-2.453327471414503e-08,-2.692426250623576e-08,3.162401566106971e-09
-229.6875,-2.509912154266693e-08,-2.7088798115502644e-08,3.187964423541261e-09
-230.1875,-2.5297803715602997e-08,-2.684676622986781e-08,3.2135191698064266e-09
-230.6875,-2.526124619578276e-08,-2.721655802050368e-08,3.239065802148463e-09
-231.1875,-2.5616489920992443e-08,-2.7090348093545112e-08,3.2646043178133678e-09
-231.6875,-2.6864213967030917e-08,-2.7240020544580647e-08,3.290134714047138e-09
-232.1875,-2.7139190094374436e-08,-2.7002927059337107e-08,3.3156569880957663e-09
-232.6875,-2.737522451582247e-08,-2.7173082760268908e-08,3.341171137205253e-09
-233.1875,-2.723853118084246e-08,-2.677402777948245e-08,3.366677158621591e-09
-233.6875,-2.81461113468144e-08,-2.739923466739105e-08,3.39217504959078e-09
-234.1875,-2.820253708392824e-08,-2.6854378984774383e-08,3.4176648073588132e-09
-234.6875,-2.9271447174324256e-08,-2.753310074069971e-08,3.4431464291716875e-09
-235.1875,-2.807776467932439e-08,-2.720377781819619e-08,3.468619912275399e-09
-235.6875,-2.8462413366128605e-08,-2.7054657143410698e-08,3.4940852539159454e-09
-236.1875,-2.9169721901780988e-08,-2.7530207654257446e-08,3.519542451339321e-09
-236.6875,-2.676725706663812e-08,-2.6616226342504202e-08,3.544991501791523e-09
-237.1875,-2.835194607797616e-08,-2.7659455448097038e-08,3.570432402518547e-09
-237.6875,-2.790292436714065e-08,-2.683231723480682e-08,3.595865150766389e-09
-238.1875,-2.715905831166804e-08,-2.763895270613086e-08,3.6212897437810464e-09
-238.6875,-2.6040875042383872e-08,-2.720868710017013e-08,3.6467061788085146e-09
-239.1875,-2.6635332103808573e-08,-2.7439373444911717e-08,3.67211445309479e-09
-239.6875,-2.5540990695276738e-08,-2.745757711925155e-08,3.6975145638858687e-09
-240.1875,-2.450466448124224e-08,-2.7261297241338448e-08,3.7229065084277467e-09
-240.6875,-2.609968496557295e-08,-2.7659215649222698e-08,3.748290283966422e-09
-241.1875,-2.6416781713578903e-08,-2.7457523845928433e-08,3.773665887747887e-09
-241.6875,-2.698262854210081e-08,-2.7590650203677552e-08,3.799033317018141e-09
-242.1875,-2.79108716540581e-08,-2.772654484654891e-08,3.82439256902318e-09
-242.6875,-2.758264870436772e-08,-2.732243900997113e-08,3.8497436410089975e-09
-243.1875,-2.8180284680559404e-08,-2.7759534254012385e-08,3.875086530221593e-09
-243.6875,-2.8005444368375665e-08,-2.728628620757242e-08,3.90042123390696e-09
-244.1875,-2.8628511662703163e-08,-2.7733554933436732e-08,3.925747749311098e-09
-244.6875,-2.8412345458548718e-08,-2.739087313572445e-08,3.95106607368e-09
-245.1875,-2.8816067633954798e-08,-2.7700442769368578e-08,3.9763762042596645e-09
-245.6875,-2.848546049818919e-08,-2.733620798992355e-08,4.001678138296084e-09
-246.1875,-2.8934482209024687e-08,-2.7649706502370124e-08,4.026971873035261e-09
-246.6875,-2.886375135545945e-08,-2.7273693535791883e-08,4.052257405723187e-09
-247.1875,-2.9109322521208423e-08,-2.767743866311038e-08,4.077534733605858e-09
-247.6875,-2.8123064214753806e-08,-2.730876910639387e-08,4.1028038539292724e-09
-248.1875,-2.79108716540581e-08,-2.749101248969515e-08,4.128064763939424e-09
-248.6875,-2.6682221096621483e-08,-2.7299597887901533e-08,4.1533174608823115e-09
-249.1875,-2.5204820458668922e-08,-2.703170734551912e-08,4.1785619420039295e-09
-249.6875,-2.4998985727507158e-08,-2.7212910638584384e-08,4.203798204550274e-09
-250.1875,-2.4544400915829446e-08,-2.6876505891372714e-08,4.229026245767343e-09
-250.6875,-2.5316082475513123e-08,-2.7147527624110622e-08,4.254246062901131e-09
-251.1875,-2.5831861396455132e-08,-2.7038563989647833e-08,4.2794576531976355e-09
-251.6875,-2.6353203418239365e-08,-2.706465451428269e-08,4.304661013902851e-09
-252.1875,-2.697627071256686e-08,-2.7078293237762344e-08,4.329856142262776e-09
-252.6875,-2.6865008695722663e-08,-2.688817409945064e-08,4.355043035523405e-09
-253.1875,-2.7025543891455e-08,-2.706990733005031e-08,4.380221690930734e-09
-253.6875,-2.751668622295295e-08,-2.6667065619016886e-08,4.405392105730759e-09
-254.1875,-2.8251810262816383e-08,-2.7180601320926314e-08,4.430554277169479e-09
-254.6875,-2.7023954434071516e-08,-2.669417587725961e-08,4.4557082024928866e-09
-255.1875,-2.8315388558155918e-08,-2.7224394040016784e-08,4.480853878946981e-09
-255.6875,-2.8727058020479442e-08,-2.6977495005249943e-08,4.505991303777754e-09
-256.1875,-2.8349561891900922e-08,-2.710390917770978e-08,4.531120474231207e-09
-256.6875,-2.843698204799279e-08,-2.713136761052053e-08,4.5562413875533335e-09
-257.1875,-2.8300288713012778e-08,-2.6973994073478545e-08,4.5813540409901306e-09
-257.6875,-2.7654969015316452e-08,-2.7231179657931106e-08,4.606458431787591e-09
-258.1875,-2.6745004663269282e-08,-2.703240698384967e-08,4.631554557191718e-09
-258.6875,-2.6965939239574182e-08,-2.7373221415864746e-08,4.656642414448502e-09
-259.1875,-2.6590827297070896e-08,-2.730463029939714e-08,4.6817220008039386e-09
-259.6875,-2.6535991017340545e-08,-2.7202162423358e-08,4.706793313504029e-09
-260.1875,-2.5897823877869907e-08,-2.7535728255852584e-08,4.731856349794766e-09
-260.6875,-2.3935638737953352e-08,-2.6903703275729605e-08,4.756911106922147e-09
-261.1875,-2.5750799069897217e-08,-2.7565232727735874e-08,4.7819575821321675e-09
-261.6875,-2.6481154737610187e-08,-2.699631231937896e-08,4.8069957726708235e-09
