potential,current
-101.0625,5.074342696787043e-09
-101.5625,4.517237883874323e-09
-102.0625,4.507701139573392e-09
-102.5625,4.761219592239808e-09
-103.0625,3.983180203022186e-09
-103.5625,4.7723457939242276e-09
-104.0625,3.4523014369370267e-09
-104.5625,3.758271983258563e-09
-105.0625,2.592404992469747e-09
-105.5625,2.501011192919158e-09
-106.0625,6.278356664779583e-10
-106.5625,7.057190782688949e-10
-107.0625,-6.095569065678406e-10
-107.5625,-1.6125045155490853e-09
-108.0625,-2.276102973155535e-09
-108.5625,-2.386570261307986e-09
-109.0625,-3.1161312003292084e-09
-109.5625,-2.6035311941541665e-09
-110.0625,-2.805392281857206e-09
-110.5625,-2.2021932048233195e-09
-111.0625,-2.272924058388558e-09
-111.5625,-1.1507671456456754e-09
-112.0625,-1.2207032705191696e-09
-112.5625,-4.839897732722489e-10
-113.0625,-9.218852824233312e-10
-113.5625,2.3126604929757704e-10
-114.0625,-8.312862115644866e-10
-114.5625,-5.714099293641165e-10
-115.0625,-1.5902521121802463e-09
-115.5625,-1.747608393145608e-09
-116.0625,-3.150304534074211e-09
-116.5625,-3.1526887201494437e-09
-117.0625,-4.7485039331718996e-09
-117.5625,-5.003611843221804e-09
-118.0625,-5.567074485668479e-09
-118.5625,-6.437302403128433e-09
-119.0625,-6.12258984119771e-09
-119.5625,-6.078085034460032e-09
-120.0625,-6.608963800545191e-09
-120.5625,-5.544822082299639e-09
-121.0625,-5.59727417595476e-09
-121.5625,-4.730225173261782e-09
-122.0625,-4.132589197070105e-09
-122.5625,-3.63429430734646e-09
-123.0625,-4.142920670062781e-09
-123.5625,-3.1590465496833978e-09
-124.0625,-3.7153566339043735e-09
-124.5625,-3.92039663637439e-09
-125.0625,-4.328887183930935e-09
-125.5625,-5.023480060515411e-09
-126.0625,-5.965233560232348e-09
-126.5625,-6.051064258940728e-09
-127.0625,-7.439455283417934e-09
-127.5625,-8.235773432545673e-09
-128.0625,-9.013812821763296e-09
-128.5625,-8.92321375090445e-09
-129.0625,-9.3102466237839e-09
-129.5625,-9.17355328880389e-09
-130.0625,-9.23713158414343e-09
-130.5625,-8.509160102505696e-09
-131.0625,-8.04821746129403e-09
-131.5625,-7.547538385495152e-09
-132.0625,-7.251104583474546e-09
-132.5625,-6.142458058491316e-09
-133.0625,-6.806056516097766e-09
-133.5625,-5.775293402905472e-09
-134.0625,-6.550153877356117e-09
-134.5625,-6.477038837715646e-09
-135.0625,-6.904602873874053e-09
-135.5625,-7.53959109857771e-09
-136.0625,-9.058317628500974e-09
-136.5625,-8.730094678810597e-09
-137.0625,-1.0263126325185259e-08
-137.5625,-1.043160880783504e-08
-138.0625,-1.104116571440288e-08
-138.5625,-1.2075902471053895e-08
-139.0625,-1.1786621227258988e-08
-139.5625,-1.1626086031526648e-08
-140.0625,-1.1854967894748992e-08
-140.5625,-1.0927519511483452e-08
-141.0625,-1.0444324466902947e-08
-141.5625,-1.000563422906012e-08
-142.0625,-9.675821821986257e-09
-142.5625,-9.144943055901096e-09
-143.0625,-9.140174683750631e-09
-143.5625,-8.33988289116417e-09
-144.0625,-8.59975917336454e-09
-144.5625,-9.113153908231327e-09
-145.0625,-9.404819338101467e-09
-145.5625,-9.821257172575454e-09
